権利付最終日,銘柄コード,銘柄名,市場,貸借,出来高,時価総額,発行株数,PER,PBR,単位,逆日歩確報,逆日歩_日数,日証金_買い残高,日証金_買い新規,日証金_売り残高,日証金_売り新規,日証金_残高倍率
2021-09-28,9713,ロイヤルホテル,東S,貸借,11300,13445590000,10271650.114591291,-1.0,0.83,100,0.05,1,7100,500,7600,400,0.93
2021-09-28,9759,ＮＳＤ,東P,貸借,351000,193276660000,92344319.15910177,21.09,3.22,100,0.05,1,1000,200,3700,1400,0.27
2021-09-28,9795,ステップ,東P,貸借,51300,32089750000,16670000.0,12.86,1.39,100,0.5,1,5600,0,3600,1600,1.56
2021-09-28,9828,元気寿司,東S,貸借,343200,24898790000,35518958.63052782,19.06,2.67,100,22.4,1,7400,6000,58400,28200,0.13
2021-09-28,9831,ヤマダホールディングス,東P,貸借,8405400,463991000000,966647916.6666666,7.94,0.61,100,0.0,1,369100,0,6600,6500,55.92
2021-09-28,9832,オートバックスセブン,東P,貸借,800900,124716150000,82050098.68421052,16.9,0.97,100,4.55,1,10500,7300,16200,13900,0.65
2021-09-28,9850,グルメ杵屋,東P,貸借,101100,23322650000,22910265.2259332,45.31,2.64,100,10.0,1,17900,0,99500,46200,0.18
2021-09-28,9854,愛眼,東S,貸借,64200,4721050000,21076116.07142857,-1.0,0.34,100,0.05,1,12100,700,14900,2800,0.81
2021-09-28,9873,日本ＫＦＣホールディングス,東S,貸借,85000,69177300000,22423760.129659645,15.12,2.58,100,0.0,1,9200,0,0,0,-1.0
2021-09-28,9882,イエローハット,東P,貸借,296300,99546750000,49923144.4332999,9.53,0.94,100,4.45,1,8900,4600,8900,2400,1.0
2021-09-28,9900,サガミホールディングス,東P,貸借,337000,32453210000,30301783.380018674,27.19,2.15,100,10.1,1,81700,37500,181700,66400,0.45
2021-09-28,9902,日伝,東P,貸借,74100,80065740000,31885997.61051374,18.58,0.95,100,0.05,1,200,0,9800,1500,0.02
2021-09-28,9919,関西フードマーケット,東S,貸借,132200,63818020000,31940950.95095095,7.16,0.92,100,0.0,1,72300,5600,5300,0,13.64
2021-09-28,9936,王将フードサービス,東P,貸借,291600,143210310000,23286229.268292684,13.11,1.95,100,7.65,1,9400,5000,19100,5800,0.49
2021-09-28,9994,やまや,東S,貸借,36600,27596980000,10847869.496855346,6.27,1.0,100,4.0,1,200,100,30700,14600,0.01
2021-09-28,9997,ベルーナ,東P,貸借,506100,83241260000,97244462.61682244,8.11,0.7,100,0.0,1,56900,600,200,200,284.5
2021-10-27,2301,学情,東P,貸借,185200,18391920000,15560000.0,11.93,1.39,100,2.7,3,2200,0,66700,58200,0.03
2021-10-27,2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,東S,貸借,11512700,23233280000,113333073.17073171,-1.0,2.1,100,0.0,3,2846200,301100,1963300,15300,1.45
2021-10-27,2910,ロック・フィールド,東P,貸借,153100,45299770000,26788746.303962152,32.58,1.55,100,1.5,3,5200,2100,76300,15200,0.07
2021-10-27,3038,神戸物産,東P,貸借,1330300,1021800000000,273574297.18875504,42.09,10.79,100,0.0,3,299000,21400,16400,0,18.23
2021-10-27,3134,Ｈａｍｅｅ,東S,貸借,65800,21358830000,16267197.258187357,11.97,2.56,100,0.15,3,19300,4100,107200,8900,0.18
2021-10-27,3329,東和フードサービス,東S,貸借,36100,12328710000,8186394.4223107565,17.39,2.14,100,38.4,3,300,100,87500,23100,0.0
2021-10-27,3476,投資法人みらい,東証,貸借,4587,89096060000,1662239.9253731344,41.57,1.27,1,60.0,3,157,0,701,451,0.22
2021-10-27,4382,ＨＥＲＯＺ,東S,貸借,44900,27136200000,15025581.395348838,549.3,4.21,100,0.15,3,119600,200,221600,0,0.54
2021-10-27,7856,萩原工業,東P,貸借,102000,22629450000,14897597.103357472,13.58,0.87,100,2.85,3,3700,200,62200,32700,0.06
2021-10-27,8079,正栄食品工業,東P,貸借,63400,69255000000,17100000.0,24.44,1.57,100,6.75,3,200,0,43900,24700,0.0
2021-10-27,8917,ファースト住建,東S,貸借,84100,21347090000,16901892.319873318,7.68,0.5,100,9.0,3,100,0,85700,22500,0.0
2021-10-27,8975,いちごオフィスリート投資法人,東証,貸借,3695,134386980000,1513366.8918918918,41.99,1.31,1,75.0,3,100,66,100,60,1.0
2021-10-27,9279,ギフトホールディングス,東P,貸借,115800,26975250000,19907933.579335794,25.06,6.55,100,3.15,3,18400,4600,18400,4800,1.0
2021-10-27,9603,エイチ・アイ・エス,東P,貸借,1543600,189391300000,75969233.85479341,-1.0,4.3,100,0.0,3,807100,18000,784600,100400,1.03
2021-10-27,9678,カナモト,東P,貸借,532900,94453580000,38742239.54060706,10.35,0.73,100,0.45,3,5200,100,43500,38400,0.12
2021-10-27,9824,泉州電業,東P,貸借,50000,51354000000,21595458.368376788,12.1,1.01,100,6.45,3,0,0,38000,23200,0.0
2021-11-17,2678,アスクル,東P,貸借,533500,159519250000,102518798.20051414,17.32,2.81,100,0.0,3,38200,0,1500,600,25.47
2021-11-17,7965,象印マホービン,東P,貸借,217700,118846200000,72600000.0,24.55,1.45,100,0.0,3,21800,0,12000,9900,1.82
2021-11-17,9872,北恵,東S,貸借,59800,9661420000,10011834.196891192,13.9,0.72,100,30.0,3,2400,1200,83200,37300,0.03
2021-11-26,1419,タマホーム,東P,貸借,282200,67836700000,29455796.786799826,8.15,2.19,100,0.0,1,26800,13300,70100,70100,0.38
2021-11-26,1430,ファーストコーポレーション,東S,貸借,69600,9902380000,13363535.762483131,7.05,1.29,100,0.05,1,1500,400,54900,30300,0.03
2021-11-26,2734,サーラコーポレーション,東P,貸借,190600,40417180000,66041143.79084967,7.4,0.6,100,1.8,1,2600,200,301300,233800,0.01
2021-11-26,2796,ファーマライズホールディングス,東S,貸借,23500,7158600000,9673783.783783784,15.48,1.08,100,0.05,1,400,0,22400,3600,0.02
2021-11-26,2809,キユーピー,東P,貸借,244300,342713000000,141500000.0,18.69,1.37,100,0.05,1,7300,3300,7300,3400,1.0
2021-11-26,2884,ヨシムラ・フード・ホールディングス,東P,貸借,35600,16815700000,23784582.743988685,33.62,2.66,100,0.0,1,28100,6100,85100,0,0.33
2021-11-26,3139,ラクト・ジャパン,東P,貸借,9300,24985580000,9899199.683042789,12.7,1.28,100,0.1,1,3900,0,100,0,39.0
2021-11-26,3160,大光,東S,貸借,87500,9321400000,13450793.650793651,531.14,2.16,100,12.8,1,3000,0,158800,51800,0.02
2021-11-26,3349,コスモス薬品,東P,貸借,255400,755215100000,40000799.788135596,32.29,3.92,100,3.0,1,6600,0,19600,4800,0.34
2021-11-26,3377,バイク王＆カンパニー,東S,貸借,235600,16004800000,15315598.086124402,11.9,2.58,100,1.55,1,326900,49400,546800,2300,0.6
2021-11-26,3454,ファーストブラザーズ,東S,貸借,81300,14329440000,14445000.0,4.98,0.67,100,8.8,1,20600,800,66500,14500,0.31
2021-11-26,3547,串カツ田中ホールディングス,東S,貸借,156800,20019640000,9341875.874941671,-1.0,16.47,100,1.6,1,27100,1100,283400,15700,0.1
2021-11-26,4465,ニイタカ,東S,貸借,24800,14007770000,5943050.487908358,11.3,1.11,100,0.0,1,600,0,0,0,-1.0
2021-11-26,4825,ウェザーニューズ,東P,貸借,32900,113820840000,11844000.0,49.01,6.31,100,3.95,1,8200,0,81200,4600,0.1
2021-11-26,5341,ＡＳＡＨＩ　ＥＩＴＯホールディングス,東S,貸借,12300,2244070000,3169590.395480226,-1.0,1.97,100,0.0,1,112500,4100,0,0,-1.0
2021-11-26,6634,ネクスグループ,東S,貸借,29400,2389800000,15030188.679245284,7.8,2.83,100,0.0,1,41500,100,600,0,69.17
2021-11-26,7725,インターアクション,東P,貸借,102900,26749700000,11510197.934595525,33.59,2.74,100,0.0,1,7900,600,300,100,26.33
2021-11-26,8095,アステナホールディングス,東P,貸借,280800,22549690000,40630072.072072074,12.74,0.82,100,0.85,1,93900,100,4600,3100,20.41
2021-11-26,8923,トーセイ,東P,貸借,389700,50144310000,48683796.116504855,7.32,0.75,100,3.05,1,90800,21300,90800,21200,1.0
2021-11-26,9765,オオバ,東P,貸借,93200,14292000000,18000000.0,11.85,1.31,100,0.05,1,300,0,4200,2400,0.07
2021-12-28,1431,Ｌｉｂ　Ｗｏｒｋ,東G,貸借,64700,19937980000,23292032.710280374,43.18,5.64,100,0.5,5,22300,0,48900,9900,0.46
2021-12-28,1605,ＩＮＰＥＸ,東P,貸借,5405900,1476900000000,1462277227.7227724,6.28,0.45,100,3.0,5,265300,50900,41000,36000,6.47
2021-12-28,1899,福田組,東P,貸借,20900,37929820000,8988109.004739337,6.13,0.47,100,0.0,5,15400,0,2700,1200,5.7
2021-12-28,2173,博展,東G,貸借,11800,3963620000,7975090.543259557,5.12,2.23,100,0.0,5,11900,0,0,0,-1.0
2021-12-28,2193,クックパッド,東S,貸借,279900,26427630000,107429390.24390244,-1.0,1.22,100,0.0,5,149500,110900,11800,100,12.67
2021-12-28,2211,不二家,東P,貸借,165800,59098430000,25784655.32286213,18.62,1.14,100,3.25,5,32300,32100,50500,26800,0.64
2021-12-28,2212,山崎製パン,東P,貸借,688500,337253050000,220282854.3435663,31.4,0.95,100,0.0,5,25300,800,100,100,253.0
2021-12-28,2216,カンロ,東S,貸借,24200,12451580000,15315596.55596556,13.04,0.98,100,68.0,5,2000,0,33000,11600,0.06
2021-12-28,2266,六甲バター,東P,貸借,96400,33272240000,21452121.21212121,13.31,1.02,100,3.25,5,5600,0,17500,11300,0.32
2021-12-28,2325,ＮＪＳ,東P,貸借,3800,19523260000,10047997.941327844,9.6,0.86,100,0.0,5,1000,0,100,0,10.0
2021-12-28,2418,ツカダ・グローバルホールディング,東S,貸借,147100,14149440000,48960000.0,-1.0,0.67,100,0.0,5,49900,0,100,0,499.0
2021-12-28,2501,サッポロホールディングス,東P,貸借,821000,176262840000,78794295.93205185,14.13,1.07,100,6.5,5,9500,5800,9500,5500,1.0
2021-12-28,2502,アサヒグループホールディングス,東P,貸借,838700,2293600000000,506984969.0539346,14.93,1.3,100,0.0,5,61600,200,3100,2900,19.87
2021-12-28,2503,キリンホールディングス,東P,貸借,2388000,1720100000000,913974495.2178533,26.24,1.75,100,0.25,5,57700,3300,2400,500,24.04
2021-12-28,2533,オエノンホールディングス,東P,貸借,388400,24135720000,65586195.652173914,73.15,1.09,100,0.75,5,1000,0,27400,13000,0.04
2021-12-28,2702,日本マクドナルドホールディングス,東S,貸借,933900,702028800000,132960000.0,29.32,3.61,100,6.0,5,2300,0,275500,142800,0.01
2021-12-28,2752,フジオフードグループ本社,東P,貸借,199200,61358900000,44624654.54545455,-1.0,15.43,100,0.0,5,400,0,0,0,-1.0
2021-12-28,2931,ユーグレナ,東P,貸借,1138300,78924930000,111161873.23943663,-1.0,3.91,100,0.0,5,740100,48400,896300,0,0.83
2021-12-28,3001,片倉工業,東S,貸借,56500,87579700000,35214997.989545636,16.68,1.32,100,0.0,5,13400,500,600,0,22.33
2021-12-28,3003,ヒューリック,東P,貸借,2346400,852377580000,767907729.7297298,12.14,1.32,100,0.0,5,89400,6500,1100,400,81.27
2021-12-28,3028,アルペン,東P,貸借,276800,87616030000,40487999.075785585,16.46,0.79,100,3.25,5,3200,1800,10900,2400,0.29
2021-12-28,3064,ＭｏｎｏｔａＲＯ,東P,貸借,1171600,1035600000000,501258470.4743466,58.48,17.31,100,0.0,5,63200,3500,24100,10400,2.62
2021-12-28,3082,きちりホールディングス,東S,貸借,134100,4294010000,10550393.12039312,27.24,4.81,100,40.0,5,5200,1200,85300,4600,0.06
2021-12-28,3097,物語コーポレーション,東P,貸借,475800,80971520000,36261316.614420064,21.72,3.57,100,2.5,5,13800,600,9300,4200,1.48
2021-12-28,3105,日清紡ホールディングス,東P,貸借,997400,160064340000,179042885.90604028,6.0,0.57,100,0.25,5,33900,700,14500,13000,2.34
2021-12-28,3196,ホットランド,東P,貸借,167300,28416600000,21560394.53717754,13.67,3.28,100,10.0,5,100,0,138500,69600,0.0
2021-12-28,3197,すかいらーくホールディングス,東P,貸借,2753200,345803340000,227502197.36842105,39.56,2.08,100,2.5,5,95300,64300,853300,141400,0.11
2021-12-28,3204,トーア紡コーポレーション,東S,貸借,21500,3817570000,8940444.964871194,14.76,0.34,100,0.0,5,2800,0,400,0,7.0
2021-12-28,3244,サムティ,東P,貸借,116100,100975140000,46468080.99401749,9.29,1.02,100,0.0,5,8500,300,200,0,42.5
2021-12-28,3302,帝国繊維,東P,貸借,74000,56733800000,27394398.841139548,13.77,0.96,100,7.0,5,800,0,15400,7100,0.05
2021-12-28,3405,クラレ,東P,貸借,2226200,355928190000,354863599.2023928,9.26,0.62,100,0.25,5,149300,6100,4400,0,33.93
2021-12-28,3482,ロードスターキャピタル,東P,貸借,197200,21143780000,21443995.94320487,4.67,1.5,100,0.0,5,34800,7700,300,0,116.0
2021-12-28,3639,ボルテージ,東S,貸借,75400,2331890000,6513659.217877095,-1.0,1.05,100,0.25,5,16900,0,43800,6300,0.39
2021-12-28,3688,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,東P,貸借,89300,54823060000,25534727.526781555,17.66,2.0,100,0.5,5,5200,2700,7000,4600,0.74
2021-12-28,3758,アエリア,東S,貸借,148100,9436120000,23649423.558897242,15.01,0.98,100,0.0,5,109200,76200,50500,100,2.16
2021-12-28,3788,ＧＭＯグローバルサイン・ホールディングス,東P,貸借,37100,50396830000,11693000.0,102.66,6.96,100,0.0,5,103600,1000,103600,0,1.0
2021-12-28,3807,フィスコ,東G,貸借,249500,8926460000,45776717.94871795,2.34,2.46,100,0.0,5,658300,200,965900,200,0.68
2021-12-28,3950,ザ・パック,東P,貸借,79700,54287200000,19900000.0,18.35,0.84,100,3.75,5,1400,500,6300,1400,0.22
2021-12-28,3964,オークネット,東P,貸借,73100,43696940000,27957095.329494562,11.99,1.95,100,0.5,5,25200,200,1500,1400,16.8
2021-12-28,3983,オロ,東P,貸借,28300,48258350000,16606452.167928424,32.88,7.87,100,0.0,5,5100,200,0,0,-1.0
2021-12-28,3998,すららネット,東G,貸借,102100,10651360000,6694758.013827781,26.64,6.22,100,0.0,5,50000,600,50000,0,1.0
2021-12-28,4025,多木化学,東P,貸借,18800,53158270000,9458766.903914591,25.38,1.66,100,0.5,5,3300,100,3300,0,1.0
2021-12-28,4072,電算システムホールディングス,東P,貸借,32000,-1,-0.0003808073115003808,-1.0,-1.0,100,0.0,5,2400,500,500,200,4.8
2021-12-28,4099,四国化成ホールディングス,東P,貸借,49300,75887850000,54832261.560693644,10.99,0.94,100,0.0,5,4400,0,400,100,11.0
2021-12-28,4221,大倉工業,東P,貸借,61300,27660330000,12414869.838420108,7.78,0.51,100,6.5,5,2500,1400,2500,1900,1.0
2021-12-28,4245,ダイキアクシス,東S,貸借,163700,11494380000,13635088.96797153,18.32,1.26,100,2.0,5,5700,400,24400,14100,0.23
2021-12-28,4258,網屋,東G,貸借,88400,5180270000,4006395.978344934,22.56,3.65,100,0.0,5,22300,3900,0,0,-1.0
2021-12-28,4326,インテージホールディングス,東P,貸借,372500,68724200000,40426000.0,19.7,2.21,100,0.25,5,900,900,4000,3100,0.23
2021-12-28,4351,山田債権回収管理総合事務所,東S,貸借,5400,3772910000,4267997.737556561,26.05,1.18,100,0.0,5,1100,0,0,0,-1.0
2021-12-28,4392,ＦＩＧ,東P,貸借,296700,10568660000,31175988.20058997,22.49,1.14,100,0.75,5,40200,10800,40200,5600,1.0
2021-12-28,4404,ミヨシ油脂,東S,貸借,49300,13100060000,10306892.210857593,19.16,0.51,100,6.25,5,200,0,21700,12300,0.01
2021-12-28,4448,Ｃｈａｔｗｏｒｋ,東G,貸借,318100,38071380000,39127831.449126415,-1.0,11.45,100,0.0,5,106100,21500,258200,200,0.41
2021-12-28,4578,大塚ホールディングス,東P,貸借,711500,2368000000000,557832744.4051826,18.35,1.14,100,0.0,5,5400,700,500,0,10.8
2021-12-28,4631,ＤＩＣ,東P,貸借,200900,276811430000,95156902.71570987,63.08,0.8,100,0.0,5,1800,200,1500,1500,1.2
2021-12-28,4633,サカタインクス,東P,貸借,192300,62413350000,62601153.46038114,11.81,0.67,100,0.25,5,3500,200,3500,1900,1.0
2021-12-28,4680,ラウンドワン,東P,貸借,1470600,130961390000,286567592.9978118,33.26,2.41,100,0.0,5,176700,60000,176700,14100,1.0
2021-12-28,4746,東計電算,東S,貸借,70800,47872000000,18700000.0,15.15,1.6,100,23.0,5,2800,0,2400,200,1.17
2021-12-28,4755,楽天グループ,東P,貸借,3117000,1794800000000,1581321585.9030838,-1.0,1.64,100,0.0,5,986900,228700,17600,2800,56.07
2021-12-28,4820,ＥＭシステムズ,東P,貸借,30800,56482210000,74514788.9182058,29.26,2.86,100,0.0,5,4200,0,4200,0,1.0
2021-12-28,4826,ＣＩＪ,東P,貸借,119760,15771810000,44553135.59322034,14.44,1.02,100,0.25,5,1920,120,14640,6840,0.13
2021-12-28,4828,ビジネスエンジニアリング,東P,貸借,65600,23250000000,11996904.024767801,14.15,3.11,100,0.5,5,5600,0,4000,600,1.4
2021-12-28,4911,資生堂,東P,貸借,948800,2562400000000,400000000.0,54.58,4.37,100,0.0,5,53600,3600,1300,300,41.23
2021-12-28,4912,ライオン,東P,貸借,1140300,463329670000,299115345.3841188,18.95,1.79,100,0.0,5,41300,700,2100,0,19.67
2021-12-28,4919,ミルボン,東P,貸借,163600,186781190000,33117232.269503545,35.89,4.56,100,0.0,5,11700,0,1400,1300,8.36
2021-12-28,4922,コーセー,東P,貸借,97200,791944510000,60592540.93343535,55.89,3.13,100,0.0,5,6800,1300,1000,0,6.8
2021-12-28,4927,ポーラ・オルビスホールディングス,東P,貸借,919400,450481680000,229136154.62868768,37.07,2.52,100,0.0,5,27000,7600,3300,2700,8.18
2021-12-28,4967,小林製薬,東P,貸借,167600,744193500000,82050000.0,35.76,3.61,100,1.0,5,7000,0,4600,1700,1.52
2021-12-28,4971,メック,東P,貸借,153800,78779040000,20071092.993630573,25.29,3.56,100,0.0,5,7400,2200,1700,100,4.35
2021-12-28,4985,アース製薬,東P,貸借,108200,137763600000,22077500.0,19.26,2.29,100,11.75,5,1000,0,5100,2100,0.2
2021-12-28,5070,ドラフト,東G,貸借,99500,6462450000,9851295.731707318,11.25,2.15,100,0.0,5,25100,4300,0,0,-1.0
2021-12-28,5184,ニチリン,東S,貸借,52100,25365690000,14371495.750708215,5.21,0.61,100,6.5,5,8000,8000,16900,7900,0.47
2021-12-28,5301,東海カーボン,東P,貸借,1315400,271281380000,224943101.16086236,15.96,1.12,100,0.0,5,159500,32800,100,0,1595.0
2021-12-28,5946,長府製作所,東P,貸借,59800,73760020000,35980497.56097561,24.45,0.56,100,2.75,5,900,0,2000,300,0.45
2021-12-28,5959,岡部,東P,貸借,103000,38890620000,53790622.406639,14.05,0.61,100,0.25,5,7400,0,13700,1100,0.54
2021-12-28,6071,ＩＢＪ,東P,貸借,391700,36288000000,42000000.0,32.82,5.61,100,0.0,5,36000,6600,600,0,60.0
2021-12-28,6078,バリューＨＲ,東P,貸借,179400,35932170000,26518206.64206642,53.34,6.71,100,2.0,5,6400,0,139600,19200,0.05
2021-12-28,6171,土木管理総合試験所,東S,貸借,87100,4607920000,14221975.308641976,21.59,1.06,100,0.0,5,24700,300,1300,0,19.0
2021-12-28,6425,ユニバーサルエンターテインメント,東S,貸借,60500,187255320000,80194997.85867238,-1.0,0.53,100,0.0,5,2800,0,2600,0,1.08
2021-12-28,6498,キッツ,東P,貸借,611500,63910330000,90396506.36492221,12.79,0.79,100,0.0,5,9500,1100,0,0,-1.0
2021-12-28,6546,フルテック,東S,貸借,12800,7675950000,5367797.202797202,17.58,1.19,100,60.0,5,0,0,17700,8300,0.0
2021-12-28,6547,グリーンズ,東S,貸借,54300,7061630000,12886186.131386861,-1.0,5.24,100,0.25,5,1700,0,2600,100,0.65
2021-12-28,6592,マブチモーター,東P,貸借,664200,264651100000,137124922.27979276,17.9,0.98,100,0.0,5,43000,200,200,200,215.0
2021-12-28,6653,正興電機製作所,東P,貸借,31800,14594960000,12603592.400690846,13.29,1.28,100,2.5,5,21400,1000,21400,600,1.0
2021-12-28,6789,ローランド　ディー．ジー．,東P,貸借,360800,45499430000,12656308.76216968,12.0,1.56,100,5.25,5,13200,6700,44900,20500,0.29
2021-12-28,7128,フルサト・マルカホールディングス,東P,貸借,79400,85510950000,25563811.659192827,18.7,1.19,100,2.25,5,1900,0,31400,4000,0.06
2021-12-28,7172,ジャパンインベストメントアドバイザー,東P,貸借,222921,39315420000,79585870.44534414,13.22,0.93,100,0.25,5,165508,161,449029,4669,0.37
2021-12-28,7272,ヤマハ発動機,東P,貸借,3150300,989014120000,1051024569.6068013,6.28,1.14,100,0.0,5,303300,35700,300,300,1011.0
2021-12-28,7532,パン・パシフィック・インターナショナルホールディングス,東P,貸借,1602300,1003400000000,634260429.835651,15.23,2.4,100,0.0,5,89000,7200,2000,0,44.5
2021-12-28,7613,シークス,東P,貸借,346300,71769600000,50400000.0,14.76,1.02,100,2.5,5,9800,1900,11200,5600,0.88
2021-12-28,7625,グローバルダイニング,東S,貸借,54700,3864390000,10360294.90616622,3.69,1.23,100,0.0,5,154900,300,215000,8900,0.72
2021-12-28,7782,シンシア,東S,貸借,12600,4041830000,6862190.152801358,43.99,1.81,100,1.25,5,6200,0,23500,3200,0.26
2021-12-28,7803,ブシロード,東G,貸借,291400,61550730000,66397766.99029126,16.67,3.75,100,0.25,5,50000,800,319800,600,0.16
2021-12-28,7816,スノーピーク,東P,貸借,1078300,125099200000,38140000.0,45.49,8.96,100,0.25,5,111600,19800,122000,1700,0.91
2021-12-28,7833,アイフィスジャパン,東S,貸借,24500,6964560000,10242000.0,13.55,1.39,100,0.0,5,5800,200,5800,1100,1.0
2021-12-28,7846,パイロットコーポレーション,東P,貸借,251300,178756560000,41814400.0,11.82,1.67,100,4.75,5,100,0,15200,4200,0.01
2021-12-28,7925,前澤化成工業,東P,貸借,87300,20278540000,15731993.793638479,23.97,0.51,100,0.25,5,1200,300,20800,17000,0.06
2021-12-28,7936,アシックス,東P,貸借,520200,483980050000,189870557.08120832,49.62,3.19,100,2.0,5,27200,10800,47400,2300,0.57
2021-12-28,7984,コクヨ,東P,貸借,390800,221565770000,128742457.87332946,14.58,0.87,100,3.5,5,42800,0,12300,8500,3.48
2021-12-28,7989,立川ブラインド工業,東P,貸借,39600,22943770000,20763592.760180995,7.5,0.51,100,3.5,5,3700,1200,3700,1400,1.0
2021-12-28,8029,ルックホールディングス,東S,貸借,96000,9216260000,7718810.720268006,4.97,0.35,100,0.0,5,2600,0,2300,1600,1.13
2021-12-28,8165,千趣会,東S,貸借,280500,20978960000,52056972.70471464,61.35,0.57,100,1.5,5,44700,26600,94100,57600,0.48
2021-12-28,8179,ロイヤルホールディングス,東P,貸借,644800,81992420000,45374886.55229662,-1.0,2.3,100,2.5,5,17000,4700,74900,18200,0.23
2021-12-28,8202,ラオックスホールディングス,東S,貸借,479200,15400290000,93335090.9090909,-1.0,0.75,100,0.0,5,231700,500,231700,1100,1.0
2021-12-28,8963,インヴィンシブル投資法人,東証,貸借,12397,217962030000,6096840.0,214.91,0.89,1,0.0,5,1090,97,0,0,-1.0
2021-12-28,9260,西本Ｗｉｓｍｅｔｔａｃホールディングス,東P,貸借,27100,47078290000,14353137.195121951,9.36,0.79,100,1.5,5,3300,400,2400,1800,1.38
2021-12-28,9384,内外トランスライン,東P,貸借,87400,22412310000,10698000.0,7.33,1.7,100,3.25,5,6700,0,4400,2000,1.52
2021-12-28,9416,ビジョン,東P,貸借,253200,56160210000,49091092.65734266,74.67,5.38,100,0.0,5,31000,1200,0,0,-1.0
2021-12-28,9441,ベルパーク,東S,貸借,5100,54466730000,20195302.187615868,15.83,1.8,100,7.25,5,600,300,4200,300,0.14
2021-12-28,9449,ＧＭＯインターネットグループ,東P,貸借,169200,305691800000,111893045.38799414,17.09,4.07,100,0.0,5,28300,1900,100,100,283.0
2021-12-28,9543,静岡ガス,東P,貸借,675700,74516700000,76192944.78527607,17.61,0.84,100,1.5,5,4100,1200,7300,2600,0.56
2021-12-28,9656,グリーンランドリゾート,東S,貸借,10500,4324910000,10346674.641148325,-1.0,0.48,100,0.5,5,2800,500,10500,1300,0.27
2021-12-28,9672,東京都競馬,東P,貸借,213500,119374140000,28764853.012048192,12.52,1.56,100,0.5,5,53200,0,1100,0,48.36
2021-12-28,9722,藤田観光,東P,貸借,60400,29883770000,12207422.385620914,2.31,1.02,100,0.25,5,18500,300,83900,7900,0.22
2021-12-28,9749,富士ソフト,東P,貸借,141600,185687000000,67400000.0,18.92,1.38,100,4.0,5,20800,0,16600,4000,1.25
2021-12-28,9757,船井総研ホールディングス,東P,貸借,167000,133035000000,52500000.0,28.58,5.01,100,0.0,5,2600,200,400,100,6.5
2022-01-18,2590,ダイドーグループホールディングス,東P,貸借,236200,78700370000,33136997.89473684,18.7,0.9,100,2.8,1,400,0,23600,15000,0.02
2022-01-27,1433,ベステラ,東P,貸借,73900,11483360000,8732593.155893536,8.13,2.66,100,1.6,1,28100,300,126300,41100,0.22
2022-01-27,1928,積水ハウス,東P,貸借,2615100,1601400000000,684651560.4959384,10.06,1.05,100,3.3,1,12800,500,59800,49300,0.21
2022-01-27,2353,日本駐車場開発,東P,貸借,2167400,46685410000,348398582.0895522,13.58,4.49,100,0.0,1,219900,97000,0,0,-1.0
2022-01-27,3193,鳥貴族ホールディングス,東P,貸借,153300,19688170000,11622296.340023613,17.31,3.1,100,0.1,1,55400,3100,99800,27000,0.56
2022-01-27,3320,クロスプラス,東S,貸借,67500,6036100000,7718797.953964194,-1.0,0.45,100,12.8,1,1600,0,112000,47700,0.01
2022-01-27,3415,ＴＯＫＹＯ　ＢＡＳＥ,東P,貸借,211800,21870700000,48493791.57427938,27.12,3.51,100,0.0,1,25000,4100,10700,300,2.34
2022-01-27,3455,ヘルスケア＆メディカル投資法人,東証,貸借,19055,40803330000,311000.9908536585,44.69,1.24,1,50.0,1,504,11,9567,6375,0.05
2022-01-27,6654,不二電機工業,東S,貸借,50400,7736040000,6669000.0,34.83,0.65,100,9.6,1,600,0,63000,17900,0.01
2022-01-27,7678,あさくま,東S,貸借,700,8429990000,5376269.132653061,138.9,3.46,100,0.05,1,500,100,1400,0,0.36
2022-01-27,8013,ナイガイ,東S,貸借,39400,2325490000,8217279.151943463,18.64,0.33,100,0.05,1,17900,0,39500,16700,0.45
2022-01-27,8142,トーホー,東P,貸借,45600,11430620000,11012157.996146435,33.33,0.56,100,2.0,1,1500,0,21000,11700,0.07
2022-02-16,6279,瑞光,東P,貸借,15800,23126400000,28800000.0,12.16,0.71,100,0.15,3,6600,0,8200,0,0.8
2022-02-16,7545,西松屋チェーン,東P,貸借,502000,99303290000,69588850.73580939,10.21,1.2,100,30.0,3,18600,0,136800,95400,0.14
2022-02-16,8217,オークワ,東P,貸借,302100,42884950000,45237289.02953587,27.31,0.53,100,5.1,3,39500,17700,62700,35000,0.63
2022-02-16,8227,しまむら,東P,貸借,232800,386482240000,36913298.949379176,10.86,0.94,100,0.75,3,2700,0,8300,600,0.33
2022-02-16,8276,平和堂,東P,貸借,344200,116975840000,58546466.466466464,9.84,0.6,100,1.65,3,100,0,37700,26200,0.0
2022-02-24,2292,Ｓ　ＦＯＯＤＳ,東P,貸借,198300,103095360000,32267718.309859157,8.46,1.02,100,2.25,1,3300,300,3300,0,1.0
2022-02-24,2337,いちご,東P,貸借,1308300,135442110000,505381007.46268654,19.37,1.24,100,0.05,1,54000,15100,54000,100,1.0
2022-02-24,2379,ディップ,東P,貸借,173000,205077400000,60140000.0,54.55,5.87,100,0.0,1,15700,5300,15700,300,1.0
