取引日,銘柄コード,銘柄名,規制,最高料率 臨時倍率,逆日歩(円),逆日歩(%),年率(%),最高料率(円),超過株数,貸借値段(円),品貸日数,日証金 買新規,日証金 買返済,日証金 買残高,日証金 売新規,日証金 売返済,日証金 売残高,日証金 差引残高,差引残高 出来高比(%),差引残高 前日比,前日比 出来高比(%),回転日数,貸借倍率,東証 出来高,東証 売買代金(円)
2022-06-27,1322,上場パンタ,売禁,,,,,,,8850,,30,0,830,0,0,0,830,38.79,30,1.40,7.5,,2140,18670800
2022-06-27,1323,ＮＦ南アフリカ株,,,,,,,,511.4,,0,2500,4300,0,0,0,4300,9.95,-2500,-5.79,7.4,,43200,22150570
2022-06-27,1324,ＮＦロシア株,売禁,,,,,,,88.6,,0,0,0,0,0,0,0,,0,,,,0,0
2022-06-27,1325,ＮＦブラジル株,,,,,,,,195.6,,0,4600,1200,0,0,1000,200,0.84,-4600,-19.41,2.9,1.20,23700,4638410
2022-06-27,1326,ＳＰＤＲゴール,注喚,,,,,,,23085,,1,0,483,0,0,92,391,14.42,1,0.04,23.7,5.25,2712,62475080
2022-06-27,1328,ＮＦ金価格,,,,,,,,6200,,4500,0,7640,350,140,6760,880,21.31,4290,103.87,4.9,1.13,4130,25573290
2022-06-27,1329,ｉＳ２２５,,,,,,,,27920,,0,200,320,24,131,1292,-972,-6.66,-93,-0.64,9.1,0.25,14599,407030920
2022-06-27,1330,上場２２５,,,,,,,,28045,,30,500,2640,1630,360,2030,610,1.41,-1740,-4.03,4.6,1.30,43180,1208583650
2022-06-27,1332,日水,,,,,,,,560,,3000,11300,24200,400,12000,6400,17800,1.57,3300,0.29,3.6,3.78,1133600,637058700
2022-06-27,1333,マルハニチロ,,,,,,,,2557,,0,0,7000,1000,6200,93500,-86500,-48.98,5200,2.94,13.7,0.07,176600,451035300
2022-06-27,1343,ＮＦＪ－ＲＥＩＴ,,,,,,,,2071.5,,0,30,23680,6460,1460,75790,-52110,-15.94,-5030,-1.54,10.0,0.31,326970,678246820
2022-06-27,1345,上場Ｊリート,,,,,,,,1957,,0,0,5500,2200,0,3200,2300,3.66,-2200,-3.50,9.5,1.72,62900,123136250
2022-06-27,1346,ＭＸＳ２２５,,,,,,,,27920,,0,40,146,122,115,228,-82,-0.17,-47,-0.10,6.1,0.64,48196,1341266005
2022-06-27,1348,ＭＸＳトピクス,,,,,,,,1969,,0,0,70,0,210,970,-900,-1.49,210,0.35,5.8,0.07,60520,119156680
2022-06-27,1349,アジア債券,売禁,,,,,,,14400,,0,0,0,0,0,0,0,0,0,0,,,847,12186545
2022-06-27,1356,ＴＰダブルインバース,,,,,,,,1037.5,,2300,150,96730,0,840,7860,88870,39.39,2990,1.33,37.8,12.31,225590,234966215
2022-06-27,1357,ＮＦ日経ダブインバ,,,,,,,,400,,1582548,90,7789000,128679,37171,1149509,6639491,13.34,1490950,3.00,10.7,6.78,49772283,20029185753
2022-06-27,1358,上場日経２倍,,,,,,,,25165,,0,308,222,12,50,114,108,0.37,-270,-0.92,3.5,1.95,29316,734412750
2022-06-27,1360,ダブルインバース日経,,,,,,,,974.8,,67080,8700,661320,0,14420,19790,641530,7.01,72800,0.80,6.5,33.42,9155580,8980248513
2022-06-27,1364,ｉＳＪＰＸ日経４００,,,,,,,,17485,,0,53,0,0,1,52,-52,-67.53,-52,-67.53,8.2,0,77,1341170
2022-06-27,1365,大和２２５ダブル,,,,,,,,20900,,1,59,2955,62,30,97,2858,3.60,-90,-0.11,22.9,30.46,79447,1651053970
2022-06-27,1366,大和２２５ダブルベア,,,,,,,,1041,,12542,0,113195,0,0,0,113195,4.96,12542,0.55,8.6,,2283076,2406108377
2022-06-27,1367,大和ＴＰＸダブル,,,,,,,,17520,,78,126,893,150,0,729,164,1.60,-198,-1.93,9.8,1.22,10234,178805085
2022-06-27,1368,大和ＴＰＸダブルベア,,,,,,,,1505,,0,0,3095,0,0,65,3030,5.74,0,0,9.3,47.62,52752,79590097
2022-06-27,1369,Ｏｎｅ・日経２２５,,,,,,,,27100,,0,0,200,99,0,192,8,0.24,-99,-2.96,8.3,1.04,3342,90559695
2022-06-27,1375,雪国まいたけ,,,,,,,,896,,0,1000,19900,0,0,0,19900,19.10,-1000,-0.96,52.2,,104200,93025000
2022-06-27,1376,カネコ種苗,,,,,,,,1618,,100,0,2200,0,0,0,2200,16.06,100,0.73,70.0,,13700,22244600
2022-06-27,1377,サカタのタネ,,,,,,,,4465,,0,0,5600,500,1100,55400,-49800,-65.10,600,0.78,38.7,0.10,76500,340980500
2022-06-27,1379,ホクト,,,,,,,,1932,,100,0,8600,300,0,1100,7500,21.49,-200,-0.57,58.4,7.82,34900,67271100
2022-06-27,1380,秋川牧園,,,,,,,,1069,,0,0,0,0,0,0,0,0,0,0,,,1500,1604400
2022-06-27,1381,アクシーズ,,,,,,,,3405,,0,100,300,0,0,0,300,9.38,-100,-3.13,4.6,,3200,10917500
2022-06-27,1382,ホーブ,,,,,,,,954,,0,0,300,0,0,0,300,33.33,0,0,,,900,863000
2022-06-27,1383,ベルグアース,,,,,,,,2702,,100,0,400,0,0,0,400,25.00,100,6.25,11.3,,1600,4302300
2022-06-27,1384,ホクリヨウ,,,,,,,,628,,0,0,57300,0,0,0,57300,2728.57,0,0,,,2100,1320900
2022-06-27,1385,ＵＢＳユーロ圏株５０,売禁,,,,,,,5310,,39,0,62,0,0,0,62,23.31,39,14.66,4.7,,266,1394180
2022-06-27,1386,ＵＢＳ欧州株,売禁,,,,,,,9885,,25,0,30,0,0,0,30,142.86,25,119.05,3.3,,21,206694
2022-06-27,1387,ＵＢＳユーロ圏株,売禁,,,,,,,18275,,12,0,12,0,0,0,12,1200.00,12,1200.00,3.8,,1,18275
2022-06-27,1388,ＵＢＳユーロ圏小型株,売禁,,,,,,,15480,,0,0,0,0,0,0,0,,0,,,,0,0
2022-06-27,1389,ＵＢＳ英国大型１００,売禁,,,,,,,11140,,0,0,1,0,0,0,1,4.76,0,0,3.0,,21,234160
2022-06-27,1390,ＵＢＳアジア太平洋株,売禁,,,,,,,5600,,14,0,24,0,0,0,24,48.00,14,28.00,5.3,,50,280070
2022-06-27,1391,ＵＢＳスイス株,売禁,,,,,,,2962,,0,0,103,0,0,0,103,34.11,0,0,6.0,,302,900166
2022-06-27,1392,ＵＢＳ英国株,売禁,,,,,,,3070,,74,0,74,0,0,0,74,79.57,74,79.57,2.5,,93,284900
2022-06-27,1393,ＵＢＳ米国株,売禁,,,,,,,51630,,0,2,50,0,0,0,50,312.50,-2,-12.50,15.3,,16,821910
2022-06-27,1394,ＵＢＳ先進国株,売禁,,,,,,,35560,,10,0,20,0,0,0,20,666.67,10,333.33,7.5,,3,106730
2022-06-27,1397,ＳＭＤＡＭ　２２５,,,,,,,,27055,,0,2,3,0,0,10,-7,-6.54,-2,-1.87,28.0,0.30,107,2891585
2022-06-27,1398,ＳＭＤＡＭ　Ｊリート,,,,,,,,1970.5,,0,0,0,0,20,60,-60,-2.26,20,0.75,14.0,0,2650,5204815
2022-06-27,1399,上場高配当低ボラ,,,,,,,,1610,,0,0,0,0,0,0,0,0,0,0,,,40,64640
2022-06-27,1400,ルーデン,,,,,,,,130,,700,0,2900,0,0,0,2900,9.57,700,2.31,20.8,,30300,3921300
2022-06-27,1401,エムビーエス,,,,,,,,488,,100,0,2000,0,0,0,2000,74.07,100,3.70,34.7,,2700,1339500
2022-06-27,1407,ウエストＨＤ,,,,,,,,4055,,2500,500,31300,3900,1700,22800,8500,1.16,-200,-0.03,16.5,1.37,735200,3070250000
2022-06-27,1414,ショーボンド,,,,,,,,6010,,1500,500,12000,0,5000,8400,3600,1.88,6000,3.13,12.6,1.43,191400,1156026000
2022-06-27,1417,ミライトＨＤ,,,,,,,,1619,,500,600,5300,500,0,900,4400,1.35,-600,-0.18,9.2,5.89,324900,526297600
2022-06-27,1418,インターライフ,,,,,,,,168,,0,10900,28900,0,0,39800,-10900,-47.39,-10900,-47.39,20.5,0.73,23000,3819000
2022-06-27,1419,タマホーム,,,,,,,,2435,,1000,199200,74200,200,0,279600,-205400,-57.92,-198400,-55.95,20.0,0.27,354600,861266900
2022-06-27,1420,サンヨーＨ,,,,,,,,739,,500,0,1400,0,0,0,1400,17.50,500,6.25,13.0,,8000,5941200
2022-06-27,1429,日本アクア,,,,,,,,595,,2100,15100,13900,0,0,26900,-13000,-61.03,-13000,-61.03,11.6,0.52,21300,12682100
2022-06-27,1430,ファーストコーポ,,,,,,,,739,,600,100,4700,500,0,1300,3400,15.38,0,0,22.0,3.62,22100,16354000
2022-06-27,1431,リブワーク,注喚,,,,,,,770,,0,500,2700,38600,100,207000,-204300,-357.17,-39000,-68.18,12.0,0.01,57200,44186000
2022-06-27,1433,ベステラ,,,,,,,,1145,,0,200,21000,0,0,20800,200,1.39,-200,-1.39,5.5,1.01,14400,16586500
2022-06-27,1434,ＪＥＳＣＯ　ＨＤ,,,,,,,,480,,0,0,21500,0,0,0,21500,438.78,0,0,29.5,,4900,2358200
2022-06-27,1435,Ｒｏｂｏｔ　Ｈｏｍｅ,,,,,,,,180,,3300,1100,36800,0,0,0,36800,30.09,2200,1.80,33.0,,122300,21907900
2022-06-27,1436,フィット,,,,,,,,770,,0,0,1000,0,0,0,1000,34.48,0,0,11.7,,2900,2232800
2022-06-27,1439,安江工務店,,,,,,,,902,,200,0,1100,0,0,0,1100,68.75,200,12.50,17.7,,1600,1441000
2022-06-27,1443,技研ホールディングス,,,,,,,,218,,400,0,38200,0,0,0,38200,91.61,400,0.96,13.7,,41700,9041600
2022-06-27,1446,キャンディル,,,,,,,,528,,200,6900,5400,100,100,21500,-16100,-298.15,-6700,-124.07,31.5,0.25,5400,2866300
2022-06-27,1447,ＩＴｂｏｏｋＨＤ,,,,,,,,506,,5600,17700,98200,0,0,0,98200,44.54,-12100,-5.49,24.4,,220500,111958700
2022-06-27,1450,田中建設工業,,,,,,,,1755,,0,0,100,0,0,0,100,2.86,0,0,3.8,,3500,6109400
2022-06-27,1451,ＫＨＣ,,,,,,,,592,,0,0,0,0,0,0,0,0,0,0,3.8,,1600,947800
2022-06-27,1456,大和２２５ベア,,,,,,,,4345,,0,0,0,0,0,0,0,0,0,0,0.9,,33868,147819825
2022-06-27,1457,大和ＴＰＸベア,,,,,,,,5140,,0,690,2,0,2,0,2,0.56,-688,-193.26,1.1,,356,1826340
2022-06-27,1458,楽天２２５ダブルブル,,,,,,,,15875,,50,37640,97818,0,767,517,97301,10.76,-36823,-4.07,8.7,189.20,904357,14267066775
2022-06-27,1459,楽天２２５ダブルベア,,,,,,,,1601,,175056,450,1127265,0,7916,2800,1124465,9.59,182522,1.56,12.7,402.59,11719428,18899350999
2022-06-27,1464,大和Ｊ４００ダブル,,,,,,,,13865,,0,4,0,0,0,4,-4,-2.42,-4,-2.42,5.2,0,165,2282965
2022-06-27,1465,大和Ｊ４００ベア,,,,,,,,5010,,0,0,2,0,0,0,2,66.67,0,0,,,3,15060
2022-06-27,1466,大和Ｊ４００ダブベア,,,,,,,,1952,,61,307,75,0,46,275,-200,-27.55,-200,-27.55,3.9,0.27,726,1426909
2022-06-27,1467,ＪＰＸ日経４００ブル,売禁,,,,,,,13050,,0,0,170,0,0,0,170,113.33,0,0,87.0,,150,1967000
2022-06-27,1468,ＪＰＸ日経４００ベア,売禁,,,,,,,4540,,0,0,0,0,0,0,0,0,0,0,,,460,2065530
2022-06-27,1469,４００ベア２倍,,,,,,,,1928,,0,0,100,0,20,2250,-2150,-138.71,20,1.29,16.1,0.04,1550,2992355
2022-06-27,1472,ＮＦＪ４００Ｄインバ,,,,,,,,786,,2,0,7,0,0,1,6,0.32,2,0.11,7.4,7.00,1849,1457839
2022-06-27,1473,Ｏｎｅ・トピックス,,,,,,,,1932.5,,0,0,0,0,0,0,0,0,0,0,,,10880,21036535
2022-06-27,1474,Ｏｎｅ・ＪＰＸ４００,,,,,,,,17310,,0,0,0,0,0,0,0,0,0,0,,,17,294270
2022-06-27,1475,ｉＳＴＯＰＩＸ,,,,,,,,1943,,0,6,1466,158,25,958,508,0.19,-139,-0.05,52.0,1.53,265209,515394297
2022-06-27,1476,ｉＳＪリート,,,,,,,,1992,,0,114,260,262,0,323,-63,-0.03,-376,-0.16,2.2,0.80,236592,470782509
2022-06-27,1477,ｉＳＭＳＣＩ最小分散,,,,,,,,1850,,0,0,0,1,0,2,-2,-3.45,-1,-1.72,2.7,0,58,107299
2022-06-27,1478,ｉＳＭＳＣＩ高配当,,,,,,,,2381,,0,586,0,4,0,217,-217,-4.87,-590,-13.24,3.2,0,4455,10612207
2022-06-27,1479,大和ＭＳＣＩ人材設備,,,,,,,,24535,,0,0,0,0,0,0,0,,0,,,,0,0
2022-06-27,1480,ＮＦ企業価値,,,,,,,,18520,,0,0,0,0,0,0,0,,0,,,,0,0
2022-06-27,1481,上場日本経済貢献,,,,,,,,1965,,1,0,1,0,0,0,1,6.25,1,6.25,2.0,,16,31440
2022-06-27,1482,ｉＳ米国債七十円へジ,,,,,,,,2026,,811,1549,2350,0,95,3995,-1645,-11.36,-643,-4.44,20.9,0.59,14487,29403520
2022-06-27,1483,ｉＳ設備人材,,,,,,,,2088,,0,0,99,0,0,138,-39,-130.00,0,0,91.0,0.72,30,62610
2022-06-27,1484,Ｏｎｅ・設備人材投資,,,,,,,,1945.5,,0,0,0,0,0,0,0,0,0,0,,,300,582725
2022-06-27,1485,ＭＸＳ　Ｊ積極投資,,,,,,,,28400,,0,0,0,0,0,0,0,,0,,,,0,0
2022-06-27,1486,上場米債ヘッジなし,,,,,,,,22745,,1,0,2,51,0,179,-177,-21.72,-50,-6.13,9.3,0.01,815,18564930
2022-06-27,1487,上場米債ヘッジあり,注喚,,,,,,,15805,,0,0,84,0,0,0,84,41.18,0,0,31.7,,204,3226180
2022-06-27,1488,大和Ｊリート,,,,,,,,1985.5,,10,30,530,0,0,0,530,3.43,-20,-0.13,1.7,,15430,30616880
2022-06-27,1489,ＮＦ日経高配当５０,,,,,,,,40460,,70,176,190,0,11,285,-95,-3.28,-95,-3.28,3.2,0.67,2893,116971370
2022-06-27,1490,上場ベータヘッジ,売禁,,,,,,,7815,,0,0,0,0,0,0,0,0,0,0,,,30,234430
2022-06-27,1491,中外鉱,,,,,,,,31,,0,0,725200,0,0,0,725200,671.48,0,0,232.7,,108000,3267500
2022-06-27,1492,ＭＸＳ　中小型,,,,,,,,14775,,0,2,0,0,0,4,-4,-8.16,-2,-4.08,14.0,0,49,725475
2022-06-27,1493,Ｏｎｅ・中小型,,,,,,,,14820,,0,8,5,1,3,19,-14,-1.68,-6,-0.72,16.0,0.26,831,12316050
2022-06-27,1494,Ｏｎｅ・高配当日本株,,,,,,,,19800,,0,0,20,0,0,0,20,21.74,0,0,14.0,,92,1830510
2022-06-27,1495,上場アジアリート,,,,,,,,11550,,0,0,0,0,0,0,0,0,0,0,,,330,3821050
2022-06-27,1496,ｉＳ米＄ＩＧ社債ヘジ,,,,,,,,2098,,5,15,125,0,0,130,-5,-0.03,-10,-0.07,16.8,0.96,15013,31537016
2022-06-27,1497,ｉＳ米＄ＨＹ社債ヘジ,,,,,,,,2016,,90,300,2025,0,45,1785,240,2.22,-165,-1.53,17.1,1.13,10806,21734255
2022-06-27,1498,Ｏｎｅ・ＥＳＧ,,,,,,,,14605,,0,0,6,0,0,10,-4,-0.54,0,0,,0.60,744,10856320
2022-06-27,1499,ＭＸＳ高配当７０ＭＮ,,,,,,,,9210,,0,1,0,0,2,0,0,0,1,0.26,8.0,,390,3579491
2022-06-27,1514,住石ＨＤ,,,,,,,,180,,31000,11000,1068300,0,0,2400,1065900,64.33,20000,1.21,4.8,445.13,1656900,295037400
2022-06-27,1515,日鉄鉱,,,,,,,,5280,,500,100,3100,0,0,0,3100,13.03,400,1.68,18.4,,23800,125693000
2022-06-27,1518,三井松島ＨＤ,注喚,,,,,,,3040,,5200,29200,691500,3400,600,21200,670300,46.13,-26800,-1.84,19.7,32.62,1453200,4409299300
2022-06-27,1540,純金信託,,,,,,,,7563,,159,217,13067,0,0,314,12753,18.76,-58,-0.09,68.7,41.61,67977,513212241
2022-06-27,1541,純プラ信,,,,,,,,3720,,200,1,7354,0,0,1411,5943,24.94,199,0.84,22.8,5.21,23827,88174695
2022-06-27,1542,純銀信託,,,,,,,,8609,,0,0,1290,0,0,0,1290,13.27,0,0,38.3,,9722,83118457
2022-06-27,1543,純パラ信,売禁,,,,,,,77000,,0,20,1103,0,0,0,1103,419.39,-20,-7.60,89.8,,263,20091260
2022-06-27,1545,ナスダックヘッジ無,,,,,,,,16620,,0,1228,5744,2876,562,46703,-40959,-35.56,-3542,-3.08,9.2,0.12,115183,1908685345
2022-06-27,1546,ダウヘッジ無,,,,,,,,41870,,73,456,262,232,128,749,-487,-3.49,-487,-3.49,2.3,0.35,13940,582170680
2022-06-27,1547,上場米国,,,,,,,,5758,,0,310,53220,1400,1530,5650,47570,55.76,-180,-0.21,51.8,9.42,85310,489975760
2022-06-27,1550,ＭＸＳ外株,,,,,,,,3664,,0,700,360,160,90,1130,-770,-11.90,-770,-11.90,3.1,0.32,6470,23639960
2022-06-27,1551,ＪＡＳＤＡＱ２０,,,,,,,,4239,,0,0,180,60,0,220,-40,-18.18,-60,-27.27,7.7,0.82,220,934330
2022-06-27,1552,ＶＩＸ短期先物,売禁,,,,,,,2391,,17570,5679,332541,0,0,0,332541,36.69,11891,1.31,20.3,,906356,2181394022
2022-06-27,1554,上場ＭＳ世,,,,,,,,3129,,0,0,860,0,0,860,0,0,0,0,17.7,1.00,6590,20553570
2022-06-27,1555,上場Ａリート,,,,,,,,1722,,140,460,370,0,0,0,370,4.35,-320,-3.76,2.9,,8510,14647810
2022-06-27,1557,ＳＰＤＲ５００,売禁,,,,,,,52620,,0,12,335,0,0,0,335,6.31,-12,-0.23,124.9,,5309,278488950
2022-06-27,1559,ＮＦタイ株,,,,,,,,3380,,115,0,4462,34,0,183,4279,1375.88,81,26.05,193.8,24.38,311,1057355
2022-06-27,1560,ＮＦマレーシア株,,,,,,,,4390,,0,1,9,0,0,0,9,5.70,-1,-0.63,14.3,,158,692620
2022-06-27,1563,マザーズコア,,,,,,,,2159,,8975,63,17507,0,150,5949,11558,11.31,9062,8.87,8.5,2.94,102218,218426785
2022-06-27,1566,上場ＥＭ債,,,,,,,,43350,,8,0,58,0,0,0,58,12.13,8,1.67,27.9,,478,20673090
2022-06-27,1568,ＴＰレバレッジダブル,,,,,,,,22560,,0,2470,7440,930,460,22950,-15510,-17.45,-2940,-3.31,6.8,0.32,88870,1997421500
2022-06-27,1569,トピックスインバース,,,,,,,,2148.5,,0,400,10350,0,260,50,10300,215.48,-140,-2.93,99.3,207.00,4780,10268785
2022-06-27,1570,ＮＦ日経レバ,,,,,,,,13520,,544,238218,782606,19061,65314,199260,583346,5.01,-191421,-1.65,12.1,3.93,11632636,156352817095
2022-06-27,1571,ＮＦ日経インバ,,,,,,,,1012,,0,0,63880,2430,30,3853,60027,2.27,-2400,-0.09,61.2,16.58,2649297,2687203889
2022-06-27,1572,Ｈ株レバレッジダブル,売禁,,,,,,,6850,,220,2310,6160,0,0,0,6160,45.70,-2090,-15.50,16.2,,13480,91873710
2022-06-27,1573,Ｈ株インバース,注喚,,,,,,,9601,,30,0,310,0,10,30,280,25.23,40,3.60,33.6,10.33,1110,10819570
2022-06-27,1575,中国Ａ３００,売禁,,,,,,,833.1,,0,0,10,0,0,0,10,0.21,0,0,8.0,,4680,3902513
2022-06-27,1577,ＮＦ日本高配当７０,,,,,,,,24085,,9,0,29,0,0,1,28,4.35,9,1.40,6.7,29.00,643,15518620
2022-06-27,1578,上場２２５Ｍ,,,,,,,,2149,,72,109,108,2,0,147,-39,-0.89,-39,-0.89,7.3,0.73,4364,9377742
2022-06-27,1579,日経レバレッジダブル,,,,,,,,14470,,1820,4920,98400,480,0,11050,87350,9.33,-3580,-0.38,17.6,8.90,936400,13468929600
2022-06-27,1580,２２５インバース,,,,,,,,2687,,700,100,3100,0,100,20,3080,4.99,700,1.13,9.4,155.00,61700,166065730
2022-06-27,1584,ＫＯＤＥＸサムスン株,売禁,,,,,,,910,,0,0,0,0,0,0,0,0,0,0,,,130,120715
2022-06-27,1585,ダイワＥＸ－Ｆ,,,,,,,,1487,,0,0,0,0,0,10,-10,-50.00,0,0,6.0,0,20,29740
2022-06-27,1586,上場ＴＰＸ除く金融,,,,,,,,1616,,0,0,0,0,0,0,0,0,0,0,,,78,125649
2022-06-27,1591,ＮＦＪＰＸ４００,,,,,,,,17030,,0,2,0,0,0,2,-2,-0.68,-2,-0.68,0.1,0,295,5013990
2022-06-27,1592,上場ＪＰＸ日経４００,,,,,,,,1571,,0,0,100,5,0,26,74,0.41,-5,-0.03,17.6,3.85,18002,28268259
2022-06-27,1593,ＭＸＳ４００,,,,,,,,17550,,0,0,0,0,0,5,-5,-0.63,0,0,,0,799,13992270
2022-06-27,1595,ＮＺＡＭ　Ｊリート,,,,,,,,1971.5,,30,0,30,0,10,0,30,0.79,40,1.05,3.5,,3810,7487760
2022-06-27,1596,ＮＺＡＭ　Ｅｘ―Ｆ,,,,,,,,1626,,0,0,0,0,0,0,0,,0,,,,0,0
2022-06-27,1597,ＭＸＳ　Ｊリート,,,,,,,,1979.5,,0,0,200,0,0,0,200,7.63,0,0,,,2620,5169765
2022-06-27,1599,大和ＪＰＸ日経４００,,,,,,,,17270,,0,0,0,0,0,0,0,0,0,0,,,100,1727000
2022-06-27,1605,ＩＮＰＥＸ,,,,,,,,1496,,179400,1903600,1156600,7500,79600,2847800,-1691200,-14.41,-1652100,-14.08,4.3,0.41,11732500,17393300400
2022-06-27,1615,ＮＦ銀行業,,,,,,,,168.9,,138200,0,271000,1300,0,67800,203200,45.42,136900,30.60,12.9,4.00,447400,75822770
2022-06-27,1617,ＮＦ食品Ｔ１７,,,,,,,,28585,,0,12,0,0,0,12,-12,-13.79,-12,-13.79,3.9,0,87,2483815
2022-06-27,1618,ＮＦエネ資源Ｔ１７,,,,,,,,13980,,6,67,140,1,15,187,-47,-3.61,-47,-3.61,7.0,0.75,1302,18079925
2022-06-27,1619,ＮＦ建設資材Ｔ１７,,,,,,,,21300,,0,0,0,0,0,0,0,0,0,0,0,,26,555055
2022-06-27,1620,ＮＦ素材化学Ｔ１７,,,,,,,,24345,,0,1,0,1,0,2,-2,-15.38,-2,-15.38,1.2,0,13,316915
2022-06-27,1621,ＮＦ医薬品Ｔ１７,,,,,,,,23925,,14,0,14,0,0,0,14,5.26,14,5.26,2.5,,266,6338035
2022-06-27,1622,ＮＦ自動車Ｔ１７,,,,,,,,23950,,0,10,3,17,0,30,-27,-32.53,-27,-32.53,2.4,0.10,83,1991555
2022-06-27,1623,ＮＦ鉄鋼非鉄Ｔ１７,,,,,,,,16480,,0,0,2,0,0,2,0,0,0,0,6.7,1.00,64,1051665
2022-06-27,1624,ＮＦ機械Ｔ１７,,,,,,,,38180,,0,0,2,0,5,0,2,15.38,5,38.46,12.0,,13,491350
2022-06-27,1625,ＮＦ電機精密Ｔ１７,,,,,,,,26755,,0,0,0,0,0,0,0,0,0,0,0,,122,3244020
2022-06-27,1626,ＮＦ情通・他Ｔ１７,,,,,,,,27495,,4,0,4,0,0,0,4,28.57,4,28.57,4.4,,14,385515
2022-06-27,1627,ＮＦ電力ガスＴ１７,,,,,,,,6570,,125,88,125,0,7,81,44,1.85,44,1.85,4.5,1.54,2379,15563087
2022-06-27,1628,ＮＦ運輸物流Ｔ１７,,,,,,,,15330,,2,14,38,0,0,50,-12,-5.43,-12,-5.43,4.9,0.76,221,3380000
2022-06-27,1629,ＮＦ商社卸売Ｔ１７,,,,,,,,43500,,0,9,9,0,100,0,9,2.87,91,28.98,1.4,,314,13645630
2022-06-27,1630,ＮＦ小売Ｔ１７,,,,,,,,21000,,1,49,27,0,0,75,-48,-960.00,-48,-960.00,23.5,0.36,5,105090
2022-06-27,1631,ＮＦ銀行Ｔ１７,,,,,,,,8840,,0,180,64,0,202,107,-43,-9.00,22,4.60,10.4,0.60,478,4239821
2022-06-27,1632,ＮＦ金融Ｔ１７,,,,,,,,15155,,0,0,5,0,50,23,-18,-26.09,50,72.46,4.3,0.22,69,1047685
2022-06-27,1633,ＮＦ不動産Ｔ１７,,,,,,,,30690,,0,0,0,1,1,35,-35,-39.33,0,0,17.0,0,89,2739910
2022-06-27,1651,大和高配当４０,,,,,,,,1212.5,,0,0,660,0,0,0,660,0.79,0,0,42.0,,83850,101342435
2022-06-27,1652,大和ＷＩＮ,,,,,,,,2234,,0,0,0,0,0,0,0,,0,,,,0,0
2022-06-27,1653,大和ＥＳＧセレクト,,,,,,,,2403.5,,0,0,0,0,0,0,0,,0,,,,0,0
2022-06-27,1654,大和ブロッサム,,,,,,,,1515,,0,0,0,0,0,0,0,0,0,0,,,60,90900
2022-06-27,1655,ｉＳＳＰ５００米国株,,,,,,,,381,,3280,11040,329180,27310,540,35800,293380,9.03,-34530,-1.06,22.2,9.19,3250680,1233916720
2022-06-27,1656,ｉＳ米国債七十,,,,,,,,2801,,0,32,0,0,0,32,-32,-0.25,-32,-0.25,2.6,0,12744,35780316
2022-06-27,1657,ｉＳＭＳＣＩ先進国株,,,,,,,,3300,,700,0,787,0,0,648,139,4.32,700,21.77,3.4,1.21,3215,10615465
2022-06-27,1658,ｉＳＭＳＣＩ新興国株,,,,,,,,2285,,0,560,3,0,8,555,-552,-29.36,-552,-29.36,10.1,0.01,1880,4283879
2022-06-27,1659,ｉＳ米国リート,,,,,,,,2733,,0,4009,190,525,912,3812,-3622,-41.24,-3622,-41.24,9.8,0.05,8783,23902087
