取引日,銘柄コード,銘柄名,規制,最高料率 臨時倍率,逆日歩(円),逆日歩(%),年率(%),最高料率(円),超過株数,貸借値段(円),品貸日数,日証金 買新規,日証金 買返済,日証金 買残高,日証金 売新規,日証金 売返済,日証金 売残高,日証金 差引残高,差引残高 出来高比(%),差引残高 前日比,前日比 出来高比(%),回転日数,貸借倍率,東証 出来高,東証 売買代金(円)
2021-01-26,1301,極洋,,,,,,,,3040,,100,300,7100,0,0,2000,5100,23.94,-200,-0.94,18.6,3.55,21300,64953500
2021-01-26,1305,ＥＴＦ・ＴＰＸ,,,,,,,,1944,,380,0,12830,300,5320,44540,-31710,-55.09,5400,9.38,33.2,0.29,57560,111989810
2021-01-26,1306,ＮＦＴＯＰＩＸ,,,,,,,,1924,,9250,6910,42840,24410,6930,88540,-45700,-1.21,-15140,-0.40,7.7,0.48,3774120,7268913980
2021-01-26,1308,上場ＴＰＸ,,,,,,,,1900,,0,0,0,7500,4000,160900,-160900,-252.19,-3500,-5.49,22.2,0,63800,121378800
2021-01-26,1309,ＮＦ中国株上証５０,,,,,,,,46550,,18,95,355,20,15,437,-82,-16.17,-82,-16.17,7.1,0.81,507,23679700
2021-01-26,1311,ＮＦＴＰＸ３０,,,,,,,,859,,0,0,0,0,0,190,-190,-5.71,0,0,1.8,0,3330,2856550
2021-01-26,1312,ＮＦＲＮ小型コア,,,,,,,,20500,,0,0,10,1,0,79,-69,-313.64,-1,-4.55,221.5,0.13,22,451080
2021-01-26,1313,ＫＯＤＥＸ２００,売禁,,,,,,,4085,,0,0,0,0,0,0,0,0,0,0,,,640,2635700
2021-01-26,1319,日経３００,売禁,,,,,,,356,,0,0,0,0,0,0,0,0,0,0,1.0,,7000,2464000
2021-01-26,1320,ＥＴＦ・２２５,,,,,,,,29370,,818,0,6132,81,1720,21363,-15231,-55.99,2457,9.03,23.1,0.29,27201,800705840
2021-01-26,1321,ＮＦ日経２２５,,,,,,,,29430,,2760,207,59493,2044,8252,188728,-129235,-83.21,8761,5.64,49.5,0.32,155319,4581315050
2021-01-26,1322,上場パンタ,売禁,,,,,,,8910,,0,230,1060,0,0,0,1060,101.92,-230,-22.12,12.0,,1040,9362200
2021-01-26,1323,ＮＦ南アフリカ株,,,,,,,,382,,1600,0,2200,200,300,2000,200,5.88,1700,50.00,6.0,1.10,3400,1306400
2021-01-26,1324,ＮＦロシア株,,,,,,,,138,,0,0,10400,0,0,1000,9400,43.12,0,0,142.8,10.40,21800,3021300
2021-01-26,1325,ＮＦブラジル株,,,,,,,,165,,0,6900,7200,0,300,20000,-12800,-34.04,-6600,-17.55,20.7,0.36,37600,6258100
2021-01-26,1326,ＳＰＤＲゴール,,,,,,,,18070,,0,51,452,0,0,0,452,2.71,-51,-0.31,18.1,,16684,301289790
2021-01-26,1327,ＥＡＳＹ商品,売禁,,,,,,,3110,,0,0,0,0,0,0,0,0,0,0,,,79,245560
2021-01-26,1328,ＮＦ金価格,,,,,,,,4920,,0,50,11410,500,0,1730,9680,112.82,-550,-6.41,20.0,6.60,8580,42221700
