取引日,銘柄コード,銘柄名,規制,最高料率 臨時倍率,逆日歩(円),逆日歩(%),年率(%),最高料率(円),超過株数,貸借値段(円),品貸日数,日証金 買新規,日証金 買返済,日証金 買残高,日証金 売新規,日証金 売返済,日証金 売残高,日証金 差引残高,差引残高 出来高比(%),差引残高 前日比,前日比 出来高比(%),回転日数,貸借倍率,東証 出来高,東証 売買代金(円)
2021-02-22,1435,ＴＡＴＥＲＵ,,,,,,,,179,,0,300,42700,0,0,0,42700,11.28,-300,-0.08,21.2,,378400,68185100
2021-02-22,1436,フィット,,,,,,,,1287,,100,800,12900,0,0,0,12900,82.17,-700,-4.46,37.4,,15700,20230700
2021-02-22,1439,安江工務店,,,,,,,,1005,,0,0,700,0,0,0,700,33.33,0,0,4.2,,2100,2124600
2021-02-22,1443,技研ホールディングス,,,,,,,,324,,0,900,24100,0,0,0,24100,12.81,-900,-0.48,5.4,,188100,59657700
2021-02-22,1446,キャンディル,,,,,,,,541,,0,4100,11600,0,100,14600,-3000,-25.00,-4000,-33.33,13.8,0.79,12000,6522400
2021-02-22,1447,ＩＴｂｏｏｋＨＤ,,,,,,,,481,,1300,10100,201200,0,0,0,201200,105.89,-8800,-4.63,52.3,,190000,91552300
2021-02-22,1448,スペースバリューＨＤ,,,,,,,,814,,1400,16500,40100,5600,3900,43800,-3700,-1.33,-16800,-6.05,5.2,0.92,277800,222533500
2021-02-22,1450,田中建設工業,,,,,,,,2545,,0,200,11800,0,0,0,11800,236.00,-200,-4.00,80.7,,5000,12756100
2021-02-22,1451,ＫＨＣ,,,,,,,,589,,0,0,1800,0,0,0,1800,29.03,0,0,44.0,,6200,3651700
2021-02-22,1456,大和２２５ベア,,,,,,,,4265,,3,0,30,1,0,25,5,0.06,2,0.02,2.9,1.20,8986,38111305
2021-02-22,1457,大和ＴＰＸベア,,,,,,,,5470,,7,0,7,0,0,0,7,2.58,7,2.58,0.3,,271,1477320
2021-02-22,1458,楽天２２５ダブルブル,,,,,,,,20170,,7807,1449,28082,190,478,13806,14276,1.70,6646,0.79,7.4,2.03,837608,17069078150
2021-02-22,1459,楽天２２５ダブルベア,,,,,,,,1601,,1454,16044,520035,1279,0,1279,518756,23.70,-15869,-0.73,23.3,406.59,2188756,3472462104
2021-02-22,1460,ＭＸＳ　Ｊクオ,売禁,,,,,,,23800,,0,0,0,0,0,0,0,,0,,,,0,0
2021-02-22,1464,大和Ｊ４００ダブル,,,,,,,,14730,,0,8,0,0,1,44,-44,-70.97,-7,-11.29,25.5,0,62,919400
2021-02-22,1465,大和Ｊ４００ベア,,,,,,,,5280,,0,0,220,0,0,1,219,421.15,0,0,,220.00,52,274610
2021-02-22,1466,大和Ｊ４００ダブベア,,,,,,,,2273,,0,0,0,4,0,4,-4,-0.99,-4,-0.99,2.8,0,406,915028
2021-02-22,1467,ＪＰＸ日経４００ブル,売禁,,,,,,,13880,,20,0,270,30,0,110,160,25.81,-10,-1.61,9.5,2.45,620,8695000
2021-02-22,1468,ＪＰＸ日経４００ベア,,,,,,,,5170,,0,0,0,0,0,0,0,0,0,0,,,730,3778900
2021-02-22,1469,４００ベア２倍,,,,,,,,2272,,0,70,1090,0,160,1000,90,2.37,90,2.37,44.2,1.09,3800,8571380
2021-02-22,1470,ＮＦＪ４００レバ,,,,,,,,24350,,65,0,858,2,4,84,774,67.95,67,5.88,55.8,10.21,1139,29143650
2021-02-22,1471,ＮＦＪ４００インバ,,,,,,,,3420,,0,1,71,0,0,0,71,116.39,-1,-1.64,15.9,,61,207990
2021-02-22,1472,ＮＦＪ４００Ｄインバ,,,,,,,,912,,0,0,1,0,0,0,1,0.05,0,0,4.0,,2071,1890454
2021-02-22,1473,Ｏｎｅ・トピックス,,,,,,,,1963,,0,0,0,0,0,430,-430,-3.52,0,0,,0,12210,24040390
2021-02-22,1474,Ｏｎｅ・ＪＰＸ４００,,,,,,,,17730,,0,0,0,0,0,0,0,0,0,0,,,4821,85804330
2021-02-22,1475,ｉＳＴＯＰＩＸ,,,,,,,,1974,,31,519,3052,225,60,1844,1208,6.91,-653,-3.74,20.6,1.66,17473,34625503
2021-02-22,1476,ｉＳＪリート,,,,,,,,2000,,213,0,1070,0,468,7,1063,1.60,681,1.03,3.0,152.86,66346,132985741
2021-02-22,1477,ｉＳＭＳＣＩ最小分散,,,,,,,,1870,,1,0,5,0,0,3,2,4.88,1,2.44,3.4,1.67,41,77026
2021-02-22,1478,ｉＳＭＳＣＩ高配当,,,,,,,,2065,,2,0,55,0,21,0,55,1.45,23,0.61,3.6,,3799,7867054
2021-02-22,1479,大和ＭＳＣＩ人材設備,,,,,,,,23610,,1,0,1,0,0,34,-33,-660.00,1,20.00,342.0,0.03,5,118180
2021-02-22,1480,ＮＦ企業価値,,,,,,,,19530,,0,0,0,0,0,0,0,0,0,0,,,50,976500
2021-02-22,1481,上場日本経済貢献,,,,,,,,1903,,1,0,4,0,0,0,4,3.85,1,0.96,10.0,,104,197912
2021-02-22,1482,ｉＳ米国債七十円へジ,,,,,,,,2382,,300,0,861,0,3,154,707,2.02,303,0.86,13.9,5.59,35060,83506778
2021-02-22,1483,ｉＳ設備人材,,,,,,,,1890,,3,40,24,0,0,21,3,0.57,-37,-6.99,8.8,1.14,529,1004968
2021-02-22,1484,Ｏｎｅ・設備人材投資,,,,,,,,1882,,0,0,0,0,0,0,0,0,0,0,,,320,602740
2021-02-22,1485,ＭＸＳ　Ｊ積極投資,,,,,,,,31200,,0,0,0,0,0,1,-1,-100.00,0,0,14.0,0,1,31200
2021-02-22,1486,上場米債ヘッジなし,注喚,,,,,,,20760,,1,0,3,0,3,51,-48,-8.47,4,0.71,3.5,0.06,567,11769380
2021-02-22,1487,上場米債ヘッジあり,注喚,,,,,,,18580,,0,27,0,101,0,128,-128,-2.40,-128,-2.40,3.5,0,5325,99036050
2021-02-22,1488,大和Ｊリート,,,,,,,,2009,,0,20,50,0,0,0,50,0.10,-20,-0.04,1.3,,48640,97996510
2021-02-22,1489,ＮＦ日経高配当５０,,,,,,,,33550,,0,5,17,0,0,87,-70,-9.37,-5,-0.67,2.6,0.20,747,25235150
2021-02-22,1490,上場ベータヘッジ,,,,,,,,7660,,0,0,0,0,0,0,0,,0,,,,0,0
2021-02-22,1491,中外鉱,,,,,,,,33,,36700,232200,284300,0,0,0,284300,8.65,-195500,-5.95,7.6,,3287700,110038000
2021-02-22,1492,ＭＸＳ　中小型,,,,,,,,15460,,0,0,25,3,1,9,16,69.57,-2,-8.70,11.8,2.78,23,355510
2021-02-22,1493,Ｏｎｅ・中小型,,,,,,,,15630,,0,5,0,0,0,5,-5,-17.86,-5,-17.86,6.5,0,28,438130
2021-02-22,1494,Ｏｎｅ・高配当日本株,,,,,,,,18940,,0,0,0,0,0,0,0,0,0,0,,,109,2069130
2021-02-22,1495,上場アジアリート,,,,,,,,9930,,90,30,90,0,0,30,60,5.17,60,5.17,1.5,3.00,1160,11570200
2021-02-22,1496,ｉＳ米＄ＩＧ社債ヘジ,,,,,,,,2582,,51,0,151,0,0,19,132,2.42,51,0.93,6.3,7.95,5458,14108124
2021-02-22,1497,ｉＳ米＄ＨＹ社債ヘジ,注喚,,,,,,,2370,,1219,5124,5169,0,0,10488,-5319,-32.82,-3905,-24.09,8.9,0.49,16209,38391083
2021-02-22,1498,Ｏｎｅ・ＥＳＧ,,,,,,,,14600,,24,0,24,0,0,0,24,28.57,24,28.57,2.0,,84,1227120
2021-02-22,1499,ＭＸＳ高配当７０ＭＮ,,,,,,,,7880,,0,0,2,0,0,2,0,0,0,0,2.7,1.00,235,1862300
2021-02-22,1514,住石ＨＤ,,,,,,,,124,,139200,17300,256300,10000,3100,10600,245700,3.91,115000,1.83,4.4,24.18,6280600,790942000
2021-02-22,1515,日鉄鉱,,,,,,,,5990,,600,100,2700,300,0,600,2100,6.19,200,0.59,4.4,4.50,33900,200438000
2021-02-22,1518,三井松島ＨＤ,,,,,,,,932,,1200,1900,10100,500,200,2800,7300,10.31,-1000,-1.41,4.4,3.61,70800,65991900
2021-02-22,1540,純金信託,,,,,,,,5840,,104,5368,30408,0,30,17000,13408,8.29,-5234,-3.24,19.1,1.79,161699,942534330
2021-02-22,1541,純プラ信,,,,,,,,4050,,5784,5937,10865,200,0,11218,-353,-0.34,-353,-0.34,3.6,0.97,104218,422884350
2021-02-22,1542,純銀信託,,,,,,,,8900,,587,130,4290,0,213,98,4192,11.70,670,1.87,5.0,43.78,35818,320679710
2021-02-22,1543,純パラ信,売禁,,,,,,,73400,,20,13,302,0,0,0,302,223.70,7,5.19,25.1,,135,9875100
2021-02-22,1545,ＮＦＮＡＳＤＡＱ,,,,,,,,14470,,859,373,6555,0,3056,34810,-28255,-34.62,3542,4.34,11.9,0.19,81625,1184299150
2021-02-22,1546,ＮＦＮＹダウ,注喚,,,,,,,32400,,111,1101,1720,4,333,4916,-3196,-52.84,-661,-10.93,15.2,0.35,6048,196415750
2021-02-22,1547,上場米国,,,,,,,,4455,,0,1240,1670,0,960,12190,-10520,-17.01,-280,-0.45,8.4,0.14,61840,275752950
2021-02-22,1550,ＭＸＳ外株,,,,,,,,2995,,0,1360,0,0,360,1000,-1000,-14.29,-1000,-14.29,4.9,0,7000,20978000
2021-02-22,1551,ＪＡＳＤＡＱ２０,,,,,,,,5220,,10,120,370,0,200,3470,-3100,-534.48,90,15.52,5.1,0.11,580,3001500
2021-02-22,1552,ＶＩＸ短期先物,売禁,,,,,,,5200,,3749,21999,415615,0,0,0,415615,46.40,-18250,-2.04,32.8,,895728,4598916450
2021-02-22,1554,上場ＭＳ世,注喚,,,,,,,2633,,0,0,3150,30,10,1950,1200,37.27,-20,-0.62,57.2,1.62,3220,8480620
2021-02-22,1555,上場Ａリート,,,,,,,,1486,,130,0,240,0,0,0,240,3.75,130,2.03,4.6,,6400,9501630
2021-02-22,1557,ＳＰＤＲ５００,売禁,,,,,,,41050,,4,0,323,0,0,0,323,10.98,4,0.14,40.6,,2943,121127300
2021-02-22,1559,ＮＦタイ株,,,,,,,,3070,,109,0,6806,0,0,113,6693,2544.87,109,41.44,5.7,60.23,263,806535
2021-02-22,1560,ＮＦマレーシア株,,,,,,,,4150,,22,0,82,0,0,0,82,11.87,22,3.18,6.8,,691,2912300
2021-02-22,1563,マザーズコア,,,,,,,,3360,,20,900,1785,823,1182,5842,-4057,-54.06,-521,-6.94,6.9,0.31,7505,25238125
2021-02-22,1566,上場ＥＭ債,,,,,,,,44900,,23,0,25,0,0,2,23,2.29,23,2.29,2.3,12.50,1005,45097550
2021-02-22,1567,ＭＸＳリスク５,注喚,,,,,,,1160,,0,0,0,0,0,0,0,,0,,,,0,0
2021-02-22,1568,ＴＰレバレッジダブル,,,,,,,,23570,,210,1820,5790,1310,1890,12850,-7060,-11.30,-1030,-1.65,6.1,0.45,62490,1482916700
2021-02-22,1569,トピックスインバース,,,,,,,,2292,,40,80,290,0,0,0,290,0.85,-40,-0.12,2.2,,34030,77605950
2021-02-22,1570,ＮＦ日経レバ,注喚,,,,,,,34700,,56426,21514,454780,9691,4995,44765,410015,10.83,30216,0.80,3.2,10.16,3784738,132456984850
2021-02-22,1571,ＮＦ日経インバ,,,,,,,,991,,0,311,73428,100,0,1096,72332,5.40,-411,-0.03,26.4,67.00,1339705,1320421172
2021-02-22,1572,Ｈ株レバレッジダブル,売禁,,,,,,,13480,,20,370,920,0,0,0,920,82.88,-350,-31.53,8.3,,1110,15297900
2021-02-22,1573,Ｈ株インバース,注喚,,,,,,,5970,,40,90,130,0,40,140,-10,-4.55,-10,-4.55,11.8,0.93,220,1304700
2021-02-22,1574,ＭＸＳリスク１０,売禁,,,,,,,1660,,0,0,10,0,0,0,10,,0,,,,0,0
2021-02-22,1575,中国Ａ３００,売禁,,,,,,,988,,1500,3380,8080,0,0,0,8080,15.04,-1880,-3.50,4.7,,53710,53926620
2021-02-22,1576,南方Ａ５０,売禁,,,,,,,881,,140,570,1330,0,0,0,1330,27.82,-430,-9.00,3.1,,4780,4384060
2021-02-22,1577,ＮＦ日本高配当７０,,,,,,,,21910,,0,5,10,0,0,6,4,0.67,-5,-0.84,4.4,1.67,597,13110970
2021-02-22,1578,上場２２５Ｍ,,,,,,,,2400,,1,10,143,0,10,131,12,1.32,1,0.11,3.9,1.09,910,2194919
2021-02-22,1579,日経レバレッジダブル,売禁,,,,,,,36950,,460,2400,10760,7520,500,29000,-18240,-12.96,-8960,-6.37,3.9,0.37,140750,5248092000
2021-02-22,1580,２２５インバース,,,,,,,,2639,,120,800,2530,0,0,0,2530,7.05,-680,-1.89,9.4,,35890,94400300
2021-02-22,1584,ＫＯＤＥＸサムスン株,売禁,,,,,,,1000,,90,0,90,0,0,0,90,18.75,90,18.75,1.5,,480,486650
2021-02-22,1585,ダイワＥＸ－Ｆ,,,,,,,,1520,,0,0,0,0,0,0,0,,0,,,,0,0
2021-02-22,1586,上場ＴＰＸ除く金融,,,,,,,,1692,,0,1,0,0,0,0,0,0,-1,-0.90,1.0,,111,188074
2021-02-22,1591,ＮＦＪＰＸ４００,,,,,,,,17610,,217,68,313,25,55,75,238,15.82,179,11.90,2.3,4.17,1504,26583790
2021-02-22,1592,上場ＪＰＸ日経４００,,,,,,,,1606,,74,5,96,1,0,1,95,3.45,68,2.47,1.4,96.00,2750,4439659
2021-02-22,1593,ＭＸＳ４００,,,,,,,,17920,,21,0,71,0,0,100,-29,-2.38,21,1.73,2.9,0.71,1217,21901530
2021-02-22,1595,ＮＺＡＭ　Ｊリート,,,,,,,,1977,,0,0,0,0,0,0,0,0,0,0,1.0,,2620,5186190
2021-02-22,1596,ＮＺＡＭ　Ｅｘ―Ｆ,,,,,,,,1736,,0,0,0,0,0,0,0,,0,,,,0,0
2021-02-22,1597,ＭＸＳ　Ｊリート,,,,,,,,1997,,410,0,900,0,20,0,900,4.04,430,1.93,5.0,,22300,44632140
2021-02-22,1598,ＮＦＲＮファンダ,,,,,,,,19590,,0,0,0,0,2,23,-23,-1150.00,2,100.00,9.1,0,2,39180
2021-02-22,1599,大和ＪＰＸ日経４００,,,,,,,,17900,,0,0,30,0,0,0,30,600.00,0,0,,,5,89500
2021-02-22,1605,国際帝石,,,,,,,,776,,91600,90500,727300,119800,0,347400,379900,3.34,-118700,-1.04,4.7,2.09,11372300,8796676300
2021-02-22,1615,ＮＦ銀行業,,,,,,,,145,,21200,22600,196300,2500,1700,194100,2200,0.08,-2200,-0.08,3.9,1.01,2690900,392545600
2021-02-22,1617,ＮＦ食品Ｔ１７,,,,,,,,27050,,0,0,1,0,0,10,-9,-60.00,0,0,1.9,0.10,15,406390
2021-02-22,1618,ＮＦエネ資源Ｔ１７,,,,,,,,9890,,0,0,268,0,0,27,241,23.96,0,0,10.9,9.93,1006,9963120
2021-02-22,1619,ＮＦ建設資材Ｔ１７,,,,,,,,21560,,0,0,0,0,1,7,-7,-3.54,1,0.51,2.0,0,198,4292750
2021-02-22,1620,ＮＦ素材化学Ｔ１７,,,,,,,,27540,,0,10,0,0,0,10,-10,-34.48,-10,-34.48,18.0,0,29,801120
2021-02-22,1621,ＮＦ医薬品Ｔ１７,,,,,,,,24850,,0,3,2,0,3,2,0,0,0,0,4.8,1.00,185,4615550
2021-02-22,1622,ＮＦ自動車Ｔ１７,,,,,,,,20850,,9,0,9,0,4,10,-1,-0.25,13,3.21,2.8,0.90,405,8495570
2021-02-22,1623,ＮＦ鉄鋼非鉄Ｔ１７,,,,,,,,14970,,0,2,0,2,0,4,-4,-1.20,-4,-1.20,1.5,0,332,4954510
2021-02-22,1624,ＮＦ機械Ｔ１７,,,,,,,,40400,,0,0,0,0,11,31,-31,-110.71,11,39.29,20.4,0,28,1136750
2021-02-22,1625,ＮＦ電機精密Ｔ１７,,,,,,,,28460,,0,0,12,0,0,67,-55,-13.25,0,0,7.8,0.18,415,11876780
2021-02-22,1626,ＮＦ情通・他Ｔ１７,,,,,,,,31550,,0,2,9,1,0,111,-102,-35.05,-3,-1.03,19.1,0.08,291,9203450
2021-02-22,1627,ＮＦ電力ガスＴ１７,,,,,,,,6320,,20,0,30,0,0,0,30,9.93,20,6.62,1.2,,302,1917880
2021-02-22,1628,ＮＦ運輸物流Ｔ１７,,,,,,,,16080,,8,48,8,73,0,73,-65,-5.02,-113,-8.72,1.5,0.11,1296,20455260
2021-02-22,1629,ＮＦ商社卸売Ｔ１７,,,,,,,,37500,,1,2,9,0,0,10,-1,-0.31,-1,-0.31,7.1,0.90,322,12119450
