権利付最終日,銘柄コード,銘柄名,市場,貸借,始値,始値/前日終値,前日出来高,時価総額,発行株数,PER,PBR,単位,逆日歩_料率,逆日歩_日数,日証金_当日買い残高,日証金_当日買い新規,日証金_当日売り残高,日証金_当日売り新規,日証金_当日残高倍率,日証金_前日買い残高,日証金_前日買い新規,日証金_前日売り残高,日証金_前日売り新規,日証金_前日残高倍率,逆日歩確報
2014-03-26,2218,日糧製パン,札,制度,1420.0,1.0,600.0,2987600000.0,2103943.6619718308,24.81,0.86,100,0.0,1,,,,,,,,,,,0.0
2014-03-26,2221,岩塚製菓,JQS,制度,5650.0,0.9946902654867256,5500.0,33871750000.0,5995000.0,23.18,0.45,100,0.0,1,1900.0,0.0,0.0,0.0,-1.0,1900.0,200.0,0.0,0.0,-1.0,0.0
2014-03-26,2222,寿スピリッツ,東1,貸借,623.0,0.9951845906902088,63900.0,19378330000.0,31104863.56340289,15.16,2.41,100,16.0,1,3000.0,0.0,104400.0,92400.0,0.03,14400.0,0.0,12000.0,11100.0,1.2,16.0
2014-03-26,2224,コモ,JQS,制度,1842.0,0.995114006514658,6900.0,6686460000.0,3630000.0,92.72,5.97,100,0.0,1,0.0,0.0,0.0,0.0,-1.0,700.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2267,ヤクルト本社,東1,貸借,4825.0,0.9979274611398964,437400.0,848766800000.0,175910217.6165803,35.39,2.9,100,1.05,1,17100.0,100.0,59400.0,12800.0,0.29,25900.0,4800.0,46900.0,2300.0,0.55,1.05
2014-03-26,2269,明治ホールディングス,東1,貸借,3155.0,0.9952456418383518,616000.0,481716120000.0,152683397.78129953,24.38,1.45,100,3.0,1,17200.0,2600.0,33800.0,23200.0,0.51,27600.0,0.0,11800.0,4800.0,2.34,3.0
2014-03-26,2282,日本ハム,東1,貸借,3008.0,0.9753989361702128,1162000.0,343581800000.0,114222672.87234044,12.49,0.95,100,0.05,1,12000.0,0.0,57000.0,13000.0,0.21,46500.0,7500.0,44500.0,3000.0,1.04,0.05
2014-03-26,2291,福留ハム,東2,制度,1900.0,0.9947368421052633,3400.0,6460000000.0,3400000.0,46.65,1.25,100,0.0,1,200.0,0.0,0.0,0.0,-1.0,400.0,200.0,0.0,0.0,-1.0,0.0
2014-03-26,2293,滝沢ハム,JQS,制度,2175.0,0.993103448275862,1600.0,4571850000.0,2102000.0,-1.0,1.92,100,0.0,1,0.0,0.0,0.0,0.0,-1.0,400.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2296,伊藤ハム米久ホールディングス,東1,貸借,,,,,,,,100,0.0,1,,,,,,,,,,,0.0
2014-03-26,2309,シミックホールディングス,東1,貸借,1653.0,0.984271022383545,151500.0,30120730000.0,18221857.229280096,25.34,1.47,100,0.0,1,23500.0,0.0,43400.0,7500.0,0.54,26800.0,700.0,35900.0,1800.0,0.75,0.0
2014-03-26,2327,日鉄ソリューションズ,東1,貸借,1167.0,1.0051413881748072,677400.0,123646940000.0,105952819.19451584,17.49,1.27,100,0.0,1,18400.0,2000.0,0.0,0.0,-1.0,17600.0,1600.0,0.0,0.0,-1.0,0.0
2014-03-26,2344,平安レイサービス,JQS,制度,684.0,1.0058479532163742,3900.0,10032220000.0,14666988.304093568,8.34,0.65,100,0.0,1,3200.0,0.0,0.0,0.0,-1.0,9300.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2352,エイジア,東1,制度,621.0,1.0225442834138487,12600.0,2886810000.0,4648647.342995169,17.94,2.84,100,0.0,1,232600.0,1400.0,0.0,0.0,-1.0,234000.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2359,コア,東1,貸借,777.0,1.0,21100.0,11526460000.0,14834568.854568856,47.94,1.45,100,7.7,1,300.0,0.0,107100.0,70600.0,0.0,1500.0,500.0,36600.0,8400.0,0.04,7.7
2014-03-26,2376,サイネックス,東1,制度,644.0,1.0155279503105592,3000.0,4167100000.0,6470652.173913044,8.15,0.78,100,0.0,1,9800.0,0.0,0.0,0.0,-1.0,9900.0,200.0,0.0,0.0,-1.0,0.0
2014-03-26,2378,ルネサンス,東1,貸借,842.0,0.9964370546318292,39400.0,18001110000.0,21378990.49881235,17.63,1.64,100,0.0,1,7700.0,1200.0,0.0,0.0,-1.0,9200.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2398,ツクイホールディングス,東1,貸借,497.0,1.0201207243460764,620200.0,35976780000.0,72387887.32394366,15.06,2.21,100,0.0,1,81200.0,26600.0,11400.0,0.0,7.12,54600.0,7200.0,11400.0,0.0,4.79,0.0
2014-03-26,2412,ベネフィット・ワン,東1,貸借,230.0,1.0043478260869565,177600.0,41442190000.0,180183434.7826087,19.88,3.59,100,0.0,1,36000.0,2600.0,36000.0,27200.0,1.0,35000.0,200.0,8800.0,6800.0,3.98,0.0
2014-03-26,2453,ジャパンベストレスキューシステム,東1,貸借,372.0,1.0698924731182795,296500.0,12881610000.0,34627983.87096774,408.37,2.35,100,0.0,1,701400.0,109400.0,701400.0,0.0,1.0,703300.0,44000.0,703300.0,0.0,1.0,0.0
2014-03-26,2454,オールアバウト,JQS,制度,531.0,0.9962335216572504,47800.0,7133080000.0,13433295.668549905,88.86,2.06,100,0.0,1,267900.0,5500.0,0.0,0.0,-1.0,263600.0,5100.0,0.0,0.0,-1.0,0.0
2014-03-26,2464,ビジネス・ブレークスルー,東1,制度,312.0,1.0256410256410255,800.0,3952970000.0,12669775.641025642,26.23,1.16,100,0.0,1,1900.0,200.0,0.0,0.0,-1.0,1700.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2469,ヒビノ,JQS,制度,931.0,0.9570354457572504,67000.0,9519830000.0,10225381.310418904,14.25,1.99,100,0.0,1,57000.0,10400.0,0.0,0.0,-1.0,46600.0,5800.0,0.0,0.0,-1.0,0.0
2014-03-26,2475,ＷＤＢホールディングス,東1,制度,610.0,1.0409836065573772,12800.0,12236600000.0,20060000.0,10.63,1.82,100,0.0,1,37200.0,0.0,0.0,0.0,-1.0,39200.0,200.0,0.0,0.0,-1.0,0.0
2014-03-26,2531,宝ホールディングス,東1,貸借,763.0,0.9895150720838796,737000.0,166104900000.0,217699737.8768021,14.94,1.26,100,0.0,1,287000.0,41000.0,13000.0,1000.0,22.08,246000.0,0.0,12000.0,12000.0,20.5,0.0
2014-03-26,2588,プレミアムウォーターホールディングス,東2,制度,595.0,1.0084033613445378,10900.0,4827470000.0,8113394.957983192,19.32,2.23,100,0.0,1,86400.0,59200.0,0.0,0.0,-1.0,31300.0,200.0,0.0,0.0,-1.0,0.0
2014-03-26,2594,キーコーヒー,東1,貸借,1635.0,1.0061162079510704,79400.0,37096510000.0,22688996.941896025,36.14,1.06,100,0.55,1,0.0,0.0,90800.0,61700.0,0.0,700.0,0.0,29100.0,10400.0,0.02,0.55
2014-03-26,2599,ジャパンフーズ,東1,貸借,1277.0,1.0007830853563038,8700.0,6512700000.0,5100000.0,12.74,0.86,100,2.65,1,3600.0,500.0,16900.0,16700.0,0.21,4800.0,0.0,400.0,200.0,12.0,2.65
2014-03-26,2602,日清オイリオグループ,東1,貸借,1705.0,0.9912023460410556,258000.0,59108690000.0,34667853.37243402,24.9,0.51,100,0.8,1,17600.0,0.0,108200.0,72000.0,0.16,31600.0,0.0,36200.0,2400.0,0.87,0.8
2014-03-26,2607,不二製油グループ本社,東1,貸借,1283.0,0.9945440374123148,503300.0,112351510000.0,87569376.46141855,13.51,0.86,100,0.0,1,57200.0,12200.0,29600.0,28600.0,1.93,51800.0,1200.0,7300.0,6900.0,7.1,0.0
2014-03-26,2612,かどや製油,東1,制度,2721.0,1.0062477030503492,8700.0,25577400000.0,9400000.0,22.22,1.29,100,0.0,1,1200.0,0.0,0.0,0.0,-1.0,1300.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2613,Ｊ−オイルミルズ,東1,貸借,2760.0,1.0036231884057971,61100.0,46241650000.0,16754221.014492756,11.74,0.62,100,0.0,1,2400.0,0.0,27300.0,22000.0,0.09,8200.0,0.0,5300.0,900.0,1.55,0.0
2014-03-26,2652,まんだらけ,東2,貸借,579.0,1.0,5400.0,4190850000.0,7238082.901554404,5.51,0.77,100,0.0,1,130200.0,46200.0,0.0,0.0,-1.0,84000.0,18000.0,0.0,0.0,-1.0,0.0
2014-03-26,2666,オートウェーブ,JQS,制度,94.0,1.0,82800.0,1358390000.0,14450957.446808513,8.25,0.53,100,0.0,1,77100.0,6400.0,0.0,0.0,-1.0,70700.0,21100.0,0.0,0.0,-1.0,0.0
2014-03-26,2676,高千穂交易,東1,貸借,1076.0,0.9944237918215614,33200.0,10919030000.0,10147797.397769516,18.64,0.74,100,0.05,1,6000.0,4300.0,37900.0,28000.0,0.16,8700.0,600.0,9900.0,2000.0,0.88,0.05
2014-03-26,2681,ゲオホールディングス,東1,貸借,932.0,1.009656652360515,331300.0,50684760000.0,54382789.69957081,13.22,0.85,100,0.05,1,34100.0,2400.0,53900.0,45800.0,0.63,34900.0,3400.0,8200.0,4400.0,4.26,0.05
2014-03-26,2692,伊藤忠食品,東1,貸借,3655.0,0.9904240766073872,11400.0,47634480000.0,13032689.466484267,14.41,0.68,100,0.0,1,1000.0,100.0,0.0,0.0,-1.0,1300.0,100.0,0.0,0.0,-1.0,0.0
2014-03-26,2694,ジー・テイスト,JQS,貸借,87.0,1.011494252873563,568100.0,14648130000.0,168369310.3448276,22.21,1.68,100,0.0,1,539400.0,52700.0,1400.0,0.0,385.29,644800.0,31000.0,34600.0,1600.0,18.64,0.0
2014-03-26,2705,大戸屋ホールディングス,JQS,貸借,1311.0,0.9954233409610984,51700.0,9412980000.0,7180000.0,47.05,2.25,100,24.0,1,0.0,0.0,227500.0,102700.0,0.0,1000.0,0.0,124800.0,14100.0,0.01,24.0
2014-03-26,2708,久世,JQS,制度,766.0,0.9921671018276762,3400.0,2973990000.0,3882493.472584856,29.71,0.62,100,0.0,1,500.0,0.0,0.0,0.0,-1.0,600.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2729,ＪＡＬＵＸ,東1,貸借,1144.0,1.0174825174825175,28400.0,14614600000.0,12775000.0,14.94,0.96,100,1.25,1,2000.0,0.0,46800.0,38400.0,0.04,2400.0,0.0,8500.0,4900.0,0.28,1.25
2014-03-26,2730,エディオン,東1,貸借,571.0,1.0087565674255692,715300.0,63955210000.0,112005621.71628721,12.25,0.43,100,1.5,1,45700.0,800.0,725300.0,558300.0,0.06,70800.0,41700.0,167100.0,51900.0,0.42,1.5
2014-03-26,2733,あらた,東1,貸借,1680.0,0.9851190476190476,13400.0,26645170000.0,15860220.23809524,10.64,0.51,100,0.05,1,2400.0,0.0,8200.0,5000.0,0.29,2600.0,200.0,3200.0,1200.0,0.81,0.05
2014-03-26,2750,石光商事,JQS,制度,338.0,0.9970414201183432,10800.0,2704000000.0,8000000.0,16.33,0.35,100,0.0,1,1200.0,1000.0,0.0,0.0,-1.0,200.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2753,あみやき亭,東1,制度,3195.0,1.0172143974960877,17400.0,21881910000.0,6848798.122065728,13.04,1.54,100,0.0,1,5100.0,900.0,0.0,0.0,-1.0,4800.0,500.0,0.0,0.0,-1.0,0.0
2014-03-26,2764,ひらまつ,東1,制度,679.0,1.01620029455081,93500.0,33002250000.0,48604197.34904271,30.34,5.08,100,0.0,1,30400.0,0.0,0.0,0.0,-1.0,35100.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2790,ナフコ,JQS,制度,1507.0,0.9953550099535501,4700.0,44885090000.0,29784399.469143994,7.5,0.36,100,0.0,1,15100.0,0.0,0.0,0.0,-1.0,15200.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2801,キッコーマン,東1,貸借,1869.0,0.9871589085072232,807000.0,393206200000.0,210383199.5719636,29.77,1.79,100,0.0,1,57000.0,3000.0,57000.0,8000.0,1.0,68000.0,1000.0,49000.0,0.0,1.39,0.0
2014-03-26,2802,味の素,東1,貸借,1418.0,1.0056417489421718,3402000.0,870815990000.0,614115648.8011284,19.97,1.41,100,0.0,1,27000.0,0.0,59000.0,36000.0,0.46,91000.0,34000.0,73000.0,54000.0,1.25,0.0
2014-03-26,2804,ブルドックソース,東2,制度,970.0,0.9896907216494846,4200.0,13536230000.0,13954876.288659794,22.1,0.82,100,0.0,1,100.0,0.0,0.0,0.0,-1.0,300.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2805,ヱスビー食品,東2,制度,1945.0,0.9948586118251928,2600.0,27140980000.0,13954231.362467865,13.15,0.86,100,0.0,1,2200.0,2000.0,0.0,0.0,-1.0,200.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2806,ユタカフーズ,東2,制度,1920.0,0.984375,4300.0,16958030000.0,8832307.291666666,18.61,0.86,100,0.0,1,0.0,0.0,0.0,0.0,-1.0,100.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2810,ハウス食品グループ本社,東1,貸借,1663.0,0.9909801563439568,505400.0,175881810000.0,105761761.87612748,20.0,0.84,100,2.25,1,800.0,0.0,73700.0,36100.0,0.01,3400.0,2200.0,39000.0,10600.0,0.09,2.25
2014-03-26,2812,焼津水産化学工業,東1,制度,990.0,1.0101010101010102,28200.0,12925630000.0,13056191.91919192,13.85,0.68,100,0.0,1,13600.0,4300.0,0.0,0.0,-1.0,11400.0,100.0,0.0,0.0,-1.0,0.0
2014-03-26,2813,和弘食品,JQS,制度,2590.0,0.9806949806949808,400.0,2458730000.0,949316.6023166024,26.65,0.51,100,0.0,1,100.0,100.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2814,佐藤食品工業,JQS,制度,1067.0,0.9934395501405808,2610.0,9951330000.0,9326457.357075913,45.19,0.48,100,0.0,1,3820.0,510.0,0.0,0.0,-1.0,5300.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2815,アリアケジャパン,東1,貸借,2354.0,1.0016992353440952,67100.0,77231630000.0,32808678.844519965,17.62,1.45,100,0.0,1,16200.0,6000.0,1700.0,700.0,9.53,10200.0,600.0,1000.0,0.0,10.2,0.0
2014-03-26,2816,ダイショー,東2,貸借,929.0,0.9989235737351992,7900.0,9168110000.0,9868794.402583422,24.23,1.24,100,16.0,1,0.0,0.0,18200.0,12600.0,0.0,500.0,100.0,5600.0,1300.0,0.09,16.0
2014-03-26,2818,ピエトロ,東1,制度,1155.0,0.9991341991341992,5900.0,6458330000.0,5591627.705627706,27.02,1.9,100,0.0,1,100.0,0.0,0.0,0.0,-1.0,300.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2819,エバラ食品工業,東1,貸借,1772.0,0.9960496613995484,4300.0,21969960000.0,12398397.29119639,19.06,0.89,100,0.0,1,700.0,0.0,0.0,0.0,-1.0,1200.0,600.0,0.0,0.0,-1.0,0.0
2014-03-26,2831,はごろもフーズ,東2,制度,2156.0,0.99721706864564,2500.0,22261480000.0,10325361.781076066,7.86,1.04,100,0.0,1,0.0,0.0,0.0,0.0,-1.0,1000.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2875,東洋水産,東1,貸借,3290.0,0.9984802431610942,692000.0,364798630000.0,110881042.55319148,14.79,1.5,100,3.75,1,4000.0,0.0,48000.0,17000.0,0.08,7000.0,1000.0,41000.0,19000.0,0.17,3.75
2014-03-26,2894,石井食品,東2,制度,200.0,1.0,15000.0,3678400000.0,18392000.0,-1.0,0.78,100,0.0,1,0.0,0.0,0.0,0.0,-1.0,3000.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2897,日清食品ホールディングス,東1,貸借,4535.0,0.9944873208379272,513900.0,532697810000.0,117463684.67475192,25.94,1.5,100,5.4,1,0.0,0.0,84500.0,52600.0,0.0,200.0,0.0,36000.0,16400.0,0.01,5.4
2014-03-26,2899,永谷園ホールディングス,東1,貸借,1980.0,1.005050505050505,18000.0,37894630000.0,19138702.020202026,14.78,1.31,100,1.2,1,0.0,0.0,21500.0,12500.0,0.0,1000.0,0.0,9000.0,500.0,0.11,1.2
2014-03-26,2901,石垣食品,JQS,制度,233.0,0.9742489270386266,1600.0,789870000.0,3390000.0,-1.0,2.39,100,0.0,1,300.0,0.0,0.0,0.0,-1.0,300.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2903,シノブフーズ,東2,貸借,426.0,0.976525821596244,9000.0,6390000000.0,15000000.0,11.27,0.59,100,0.0,1,2000.0,1000.0,0.0,0.0,-1.0,1000.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2907,あじかん,東2,貸借,735.0,1.002721088435374,4900.0,5659500000.0,7700000.0,70.49,0.58,100,16.0,1,200.0,0.0,6900.0,4100.0,0.03,500.0,0.0,2800.0,1000.0,0.18,16.0
2014-03-26,2908,フジッコ,東1,貸借,1252.0,1.0071884984025559,26000.0,43809380000.0,34991517.57188498,16.25,0.72,100,2.4,1,0.0,0.0,12000.0,10000.0,0.0,6000.0,1000.0,2000.0,0.0,3.0,2.4
2014-03-26,2911,旭松食品,東2,制度,1635.0,0.981651376146789,1200.0,3068220000.0,1876587.1559633028,-1.0,0.44,100,0.0,1,200.0,0.0,0.0,0.0,-1.0,400.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,2915,ケンコーマヨネーズ,東1,貸借,923.0,1.0010834236186348,21500.0,13116750000.0,14210996.749729145,10.37,0.83,100,3.3,1,1300.0,300.0,48900.0,42000.0,0.03,3700.0,0.0,6900.0,1900.0,0.54,3.3
2014-03-26,2919,マルタイ,福,制度,2000.0,1.0,200.0,3844000000.0,1922000.0,-1.0,0.56,100,0.0,1,,,,,,,,,,,0.0
2014-03-26,2922,なとり,東1,貸借,1139.0,0.9964881474978052,31200.0,17121680000.0,15032203.687445125,14.84,0.93,100,2.95,1,900.0,0.0,126700.0,80300.0,0.01,1200.0,0.0,46400.0,11700.0,0.03,2.95
2014-03-26,2924,イフジ産業,東1,貸借,528.0,0.9886363636363636,5000.0,4406350000.0,8345359.848484849,18.65,1.15,100,8.0,1,12000.0,400.0,13900.0,2600.0,0.86,11600.0,800.0,11300.0,500.0,1.03,8.0
2014-03-26,2928,ＲＩＺＡＰグループ,札ア,制度,30.0,1.0,227200.0,14688880000.0,489629333.3333333,5.44,2.86,100,0.0,1,,,,,,,,,,,0.0
2014-03-26,3002,グンゼ,東1,貸借,2710.0,0.992619926199262,75900.0,56892420000.0,20993512.91512915,20.71,0.46,100,0.0,1,9000.0,0.0,12500.0,6400.0,0.72,11200.0,0.0,7100.0,3500.0,1.58,0.0
2014-03-26,3020,アプライド,JQS,制度,744.0,1.0013440860215057,3600.0,2009820000.0,2701370.9677419355,17.8,0.61,100,0.0,1,400.0,0.0,0.0,0.0,-1.0,600.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,3023,ラサ商事,東1,貸借,482.0,0.995850622406639,24000.0,5976800000.0,12400000.0,6.29,0.52,100,0.05,1,12900.0,0.0,67000.0,60300.0,0.19,16000.0,0.0,6700.0,4000.0,2.39,0.05
2014-03-26,3024,クリエイト,JQS,制度,597.0,1.0,2800.0,2369490000.0,3968994.9748743717,20.45,0.66,100,0.0,1,200.0,0.0,0.0,0.0,-1.0,200.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,3032,ゴルフ・ドゥ,名セ,非制度,153.0,1.0,600.0,401250000.0,2622549.019607844,-1.0,0.88,100,0.0,1,,,,,,,,,,,0.0
2014-03-26,3034,クオールホールディングス,東1,貸借,622.0,1.004823151125402,79100.0,20618360000.0,33148488.745980706,26.14,1.19,100,0.0,1,33800.0,200.0,27900.0,2300.0,1.21,37600.0,3600.0,25600.0,1000.0,1.47,0.0
2014-03-26,3036,アルコニックス,東1,貸借,514.0,0.9824902723735408,52000.0,13067330000.0,25422821.01167315,4.16,0.63,100,0.0,1,84800.0,2600.0,3200.0,200.0,26.5,84400.0,2200.0,3000.0,400.0,28.13,0.0
2014-03-26,3058,三洋堂ホールディングス,JQS,貸借,902.0,1.0033259423503331,4100.0,5412000000.0,6000000.0,-1.0,1.68,100,0.0,1,100.0,0.0,0.0,0.0,-1.0,100.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,3059,ヒラキ,東2,貸借,700.0,0.9971428571428572,8600.0,3608920000.0,5155600.0,8.73,0.74,100,8.0,1,2000.0,0.0,36600.0,29000.0,0.05,2400.0,2000.0,7600.0,3600.0,0.32,8.0
2014-03-26,3066,ＪＢイレブン,名2,非制度,282.0,1.00354609929078,5200.0,1978620000.0,7016382.978723404,88.12,1.83,100,0.0,1,,,,,,,,,,,0.0
2014-03-26,3067,東京一番フーズ,東1,貸借,300.0,1.0,16300.0,2592150000.0,8640500.0,12.16,1.7,100,0.0,1,9000.0,1700.0,0.0,0.0,-1.0,10000.0,400.0,0.0,0.0,-1.0,0.0
2014-03-26,3068,ＷＤＩ,JQS,制度,887.0,0.9932356257046224,13900.0,5616410000.0,6331916.572717024,50.69,3.71,100,0.0,1,100.0,0.0,0.0,0.0,-1.0,300.0,100.0,0.0,0.0,-1.0,0.0
2014-03-26,3069,ＪＦＬＡホールディングス,JQS,制度,268.0,1.0261194029850746,74100.0,4972270000.0,18553246.26865672,16.54,2.83,100,0.0,1,15600.0,0.0,0.0,0.0,-1.0,17900.0,1600.0,0.0,0.0,-1.0,0.0
2014-03-26,3077,ホリイフードサービス,JQS,貸借,603.0,1.011608623548922,3600.0,3419010000.0,5670000.0,28.25,1.08,100,0.0,1,100.0,0.0,0.0,0.0,-1.0,2700.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,3079,ディーブイエックス,東1,貸借,1086.0,1.0497237569060769,38600.0,12244440000.0,11274806.629834253,15.52,2.91,100,0.0,1,25800.0,3800.0,0.0,0.0,-1.0,22600.0,5800.0,0.0,0.0,-1.0,0.0
2014-03-26,3088,マツモトキヨシホールディングス,東1,貸借,1625.0,1.004923076923077,443000.0,177545240000.0,109258609.23076925,13.29,1.19,100,0.5,1,5000.0,0.0,231600.0,225600.0,0.02,12600.0,1400.0,6000.0,1200.0,2.1,0.5
2014-03-26,3096,オーシャンシステム,JQS,制度,778.0,0.9987146529562982,6400.0,8428070000.0,10832994.858611826,22.52,1.47,100,0.0,1,0.0,0.0,0.0,0.0,-1.0,100.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,3098,ココカラファイン,東1,貸借,2852.0,1.0024544179523145,112700.0,72647520000.0,25472482.4684432,20.16,0.96,100,4.7,1,2900.0,0.0,61900.0,43700.0,0.05,4300.0,1400.0,18200.0,4700.0,0.24,4.7
2014-03-26,3099,三越伊勢丹ホールディングス,東1,貸借,1277.0,1.0125293657008614,4901800.0,504248160000.0,394869350.0391543,23.81,0.96,100,1.2,1,183100.0,106300.0,535500.0,153700.0,0.34,89400.0,11700.0,386100.0,151900.0,0.23,1.2
2014-03-26,3113,Ｏａｋ　キャピタル,東2,制度,150.0,0.9933333333333332,410000.0,6959790000.0,46398600.0,12.56,1.66,100,0.0,1,1553000.0,16300.0,0.0,0.0,-1.0,1579400.0,41500.0,0.0,0.0,-1.0,0.0
2014-03-26,3132,マクニカ・富士エレホールディングス,東1,貸借,,,,,,,,100,0.0,1,,,,,,,,,,,0.0
2014-03-26,3133,海帆,東M,制度,,,,,,,,100,0.0,1,,,,,,,,,,,0.0
2014-03-26,3151,バイタルケーエスケー・ホールディングス,東1,貸借,695.0,1.0158273381294964,115800.0,42551230000.0,61224791.36690647,9.54,0.6,100,0.0,1,8300.0,0.0,7400.0,7100.0,1.12,9800.0,0.0,300.0,300.0,32.67,0.0
2014-03-26,3157,ジューテックホールディングス,東1,制度,505.0,1.00990099009901,14835.0,6955350000.0,13772970.297029706,5.07,0.76,100,0.0,1,5980.0,230.0,0.0,0.0,-1.0,7360.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,3166,ＯＣＨＩホールディングス,東1,貸借,650.0,0.9969230769230768,600.0,8847130000.0,13610969.23076923,5.97,0.93,100,0.0,1,2400.0,0.0,0.0,0.0,-1.0,2550.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,3167,ＴＯＫＡＩホールディングス,東1,貸借,343.0,1.0029154518950438,261500.0,53233590000.0,155199970.84548104,15.17,1.05,100,0.95,1,1400.0,100.0,403200.0,215800.0,0.0,29000.0,0.0,187400.0,9300.0,0.15,0.95
2014-03-26,3173,Ｃｏｍｉｎｉｘ,東1,制度,328.0,0.9939024390243902,7400.0,2249540000.0,6858353.658536585,7.72,0.58,100,0.0,1,30600.0,1600.0,0.0,0.0,-1.0,29200.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,3175,エー・ピーホールディングス,東1,制度,1494.0,1.0140562248995983,20800.0,11097200000.0,7427844.712182063,16.43,4.41,100,0.0,1,9800.0,300.0,0.0,0.0,-1.0,10100.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,3178,チムニー,東1,貸借,1615.0,1.0142414860681117,12300.0,31235390000.0,19340798.76160991,16.92,2.37,100,0.0,1,27400.0,9800.0,0.0,0.0,-1.0,17600.0,1000.0,0.0,0.0,-1.0,0.0
2014-03-26,3179,シュッピン,東1,貸借,282.0,1.0248226950354609,164000.0,6739330000.0,23898333.33333333,17.28,3.81,100,0.0,1,39400.0,1800.0,0.0,0.0,-1.0,40800.0,7800.0,0.0,0.0,-1.0,0.0
2014-03-26,3183,ウイン・パートナーズ,東1,貸借,534.0,0.9644194756554308,15000.0,16288760000.0,30503295.88014981,8.33,1.36,100,0.0,1,37200.0,20200.0,0.0,0.0,-1.0,17400.0,200.0,0.0,0.0,-1.0,0.0
2014-03-26,3185,夢展望,東M,非制度,658.0,0.9893617021276596,3400.0,1846260000.0,2805866.2613981757,-1.0,7.95,100,0.0,1,13800.0,0.0,0.0,0.0,-1.0,14200.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,3202,ダイトウボウ,東1,制度,73.0,1.0,91000.0,2190000000.0,30000000.0,78.14,0.49,100,0.0,1,1244000.0,654000.0,0.0,0.0,-1.0,604000.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,3205,ダイドーリミテッド,東1,貸借,646.0,1.0030959752321982,112100.0,24352190000.0,37696888.54489164,-1.0,0.97,100,1.6,1,47300.0,2000.0,224700.0,93400.0,0.21,58300.0,2800.0,131500.0,11400.0,0.44,1.6
2014-03-26,3221,ヨシックス,東1,貸借,,,,,,,,100,0.0,1,,,,,,,,,,,0.0
2014-03-26,3224,ゼネラル・オイスター,東M,制度,,,,,,,,100,0.0,1,,,,,,,,,,,0.0
2014-03-26,3232,三重交通グループホールディングス,東1,貸借,277.0,0.9963898916967509,8000.0,29722530000.0,107301552.34657042,9.64,0.91,100,0.0,1,,,,,,,,,,,0.0
2014-03-26,3237,イントランス,東M,制度,205.0,1.024390243902439,119900.0,7611850000.0,37130975.609756105,19.04,3.83,100,0.0,1,477200.0,116100.0,0.0,0.0,-1.0,464000.0,7500.0,0.0,0.0,-1.0,0.0
2014-03-26,3254,プレサンスコーポレーション,東1,貸借,2765.0,1.003254972875226,31800.0,42366980000.0,15322596.745027125,6.74,1.13,100,0.0,1,334000.0,243200.0,0.0,0.0,-1.0,109600.0,0.0,0.0,0.0,-1.0,0.0
2014-03-26,3275,ハウスコム,東1,制度,383.0,1.0,2400.0,2983570000.0,7790000.0,7.41,0.85,100,0.0,1,4000.0,400.0,0.0,0.0,-1.0,4000.0,400.0,0.0,0.0,-1.0,0.0
2014-03-26,3289,東急不動産ホールディングス,東1,貸借,730.0,1.0068493150684932,2574800.0,467806610000.0,640830972.6027397,18.74,1.22,100,0.0,1,664900.0,10500.0,445900.0,0.0,1.49,693300.0,5000.0,445900.0,0.0,1.55,0.0
